Date,Time,Number of tweets,Additive score,Mean score,Standard deviation score,Number of positive,Percentage of positive
2022-03-10,10:0,135,24,0.214465602018215,0.2940595344132068,51,0.3777777777777777
2022-03-10,10:15,141,17,0.1501602481403355,0.2786906326635499,32,0.226950354609929
2022-03-10,10:30,190,14,0.1531910797556568,0.2395842716863808,52,0.2736842105263158
2022-03-10,10:45,117,5,0.0926680882644449,0.280576430497604,26,0.2222222222222222
2022-03-10,11:0,230,9,0.113507600294669,0.1978618032093482,29,0.1260869565217391
2022-03-10,11:15,177,4,0.0564297084659758,0.2448330719526062,23,0.1299435028248587
2022-03-10,11:30,109,22,0.2100614367198164,0.2982081063095367,36,0.3302752293577982
2022-03-10,11:45,157,19,0.1688483175436023,0.2396678290429481,30,0.1910828025477707
2022-03-10,12:0,217,8,0.119715513790258,0.1778201319688216,56,0.2580645161290322
2022-03-10,12:15,223,10,0.104083686407171,0.1804634735794722,41,0.1838565022421524
2022-03-10,12:30,110,6,0.0850788012908941,0.2217670895056614,12,0.109090909090909
2022-03-10,12:45,174,27,0.1448517591349951,0.2605581488364604,32,0.1839080459770115
2022-03-10,13:0,114,15,0.1453234949598513,0.2683236523061811,23,0.2017543859649122
2022-03-10,13:15,130,24,0.1915127365599171,0.2908047000487122,32,0.2461538461538461
2022-03-10,13:30,145,16,0.1588856417011341,0.3115703073818774,43,0.296551724137931
2022-03-10,13:45,236,26,0.1318777299099365,0.2331211111411741,41,0.173728813559322
2022-03-10,14:0,143,24,0.1831594759702578,0.298692383085549,33,0.2307692307692307
2022-03-10,14:15,173,22,0.1530718653748145,0.2614227771972691,35,0.2023121387283237
2022-03-10,14:30,216,58,0.2490182030014693,0.2843014949772154,89,0.412037037037037
2022-03-10,14:45,173,16,0.1350815159085642,0.2557145332439336,36,0.2080924855491329
2022-03-10,15:0,179,22,0.1545224312287053,0.2652289993690148,44,0.2458100558659217
2022-03-10,15:15,202,34,0.1878933639168776,0.2762583606983745,57,0.2821782178217821
2022-03-10,15:30,283,19,0.1027261038103499,0.2333063212603542,38,0.1342756183745583
2022-03-10,15:45,338,27,0.1275709648823266,0.1908705018059345,40,0.1183431952662721
2022-03-10,16:0,283,48,0.1715140433113219,0.2637134220079054,68,0.2402826855123674
2022-03-10,16:15,262,26,0.1528306159151732,0.2408364419967854,68,0.2595419847328244
2022-03-10,16:30,303,22,0.1391380122392484,0.2521774686101496,59,0.1947194719471947
2022-03-10,16:45,428,37,0.1308983292759213,0.2382394197033154,74,0.1728971962616822
2022-03-10,17:0,162,17,0.1456297316622954,0.2381647902919285,39,0.2407407407407407
2022-03-10,17:15,285,24,0.1447654710380001,0.2368046895138421,46,0.1614035087719298
2022-03-10,17:31,204,40,0.2149380234403389,0.3344281725936478,65,0.3186274509803921
2022-03-10,17:45,43,2,0.0891653589557769,0.2676084265696749,7,0.1627906976744186
2022-03-10,18:0,252,23,0.0974246369626757,0.2235628233617093,35,0.1388888888888889
2022-03-10,18:15,232,9,0.0672543388309663,0.1659511558190863,14,0.0603448275862069
2022-03-10,18:30,97,10,0.1440359456128604,0.234346356199742,18,0.1855670103092783
2022-03-10,18:45,228,6,0.0838521888209997,0.1734365695660224,15,0.0657894736842105
2022-03-10,19:0,128,9,0.0885012772450863,0.2448974236172167,17,0.1328125
2022-03-10,19:15,117,9,0.1037042319623387,0.2022393794963362,14,0.1196581196581196
2022-03-10,19:30,176,4,0.0662347056177995,0.1433080621349139,14,0.0795454545454545
2022-03-10,19:45,214,8,0.0662970681496347,0.1857007514450953,15,0.0700934579439252
2022-03-10,20:0,117,6,0.0959597674524809,0.1996740326943764,15,0.1282051282051282
2022-03-10,20:15,128,5,0.0649666869976499,0.1937360557625347,13,0.1015625
2022-03-10,20:30,145,1,0.0273728260063919,0.1828243627299238,8,0.0551724137931034
2022-03-10,20:45,108,8,0.0993620708317461,0.2340186273530603,15,0.1388888888888889
2022-03-10,21:0,110,3,0.0829493598377501,0.1977213410672794,12,0.109090909090909
2022-03-10,21:15,107,1,0.0635961427127019,0.2098673135801887,15,0.1401869158878504
2022-03-10,21:30,106,3,0.0653387112455126,0.1621352162506459,3,0.0283018867924528
2022-03-10,21:45,108,1,0.0591131405284007,0.1075218130117654,4,0.037037037037037
2022-03-10,22:0,83,4,0.0909230829586824,0.2140681688514231,10,0.1204819277108433
2022-03-10,22:15,98,2,0.0601100279540963,0.2002077765066854,7,0.0714285714285714
2022-03-10,22:30,58,2,0.0707512187032864,0.2143583154441021,8,0.1379310344827586
2022-03-10,22:45,100,-1,0.0299388207774609,0.1990450628563675,6,0.06
2022-03-10,23:0,96,1,0.0662695675855502,0.1108491473941103,5,0.0520833333333333
2022-03-10,23:15,144,2,0.0487107626265949,0.147610104761778,7,0.0486111111111111
2022-03-10,23:30,85,0,0.0278535327490638,0.2402263438314019,5,0.0588235294117647
2022-03-10,23:45,60,2,0.0619392456797262,0.1112043749941252,4,0.0666666666666666
2022-03-11,0:0,68,2,0.0663931245217099,0.1716747925472209,8,0.1176470588235294
2022-03-11,0:15,454,4,0.0460429445969654,0.1688104630671424,25,0.0550660792951541
2022-03-11,0:30,353,6,0.0458595387468763,0.1771916945762225,21,0.0594900849858356
2022-03-11,0:45,301,6,0.0441756372547327,0.2061821976797733,22,0.0730897009966777
2022-03-11,1:0,273,9,0.0787698932063694,0.1531338485951645,24,0.0879120879120879
2022-03-11,1:15,182,8,0.0993271111178078,0.1602694568101497,24,0.1318681318681318
2022-03-11,1:30,117,1,0.064465137421448,0.1963384181013906,10,0.0854700854700854
2022-03-11,1:45,89,10,0.1316482327836618,0.3243035797223292,23,0.2584269662921348
2022-03-11,2:0,102,5,0.0890084368943729,0.2290236026914496,10,0.0980392156862745
2022-03-11,2:15,96,1,0.0857368442035901,0.1706280303893922,13,0.1354166666666666
2022-03-11,2:30,95,4,0.0802007175540845,0.312180017331598,17,0.1789473684210526
2022-03-11,2:45,74,1,0.0618018870418136,0.1805776441808158,5,0.0675675675675675
2022-03-11,3:0,85,3,0.0634655771448331,0.2649951400373119,9,0.1058823529411764
2022-03-11,3:15,126,9,0.0994649163839067,0.2709238328673938,20,0.1587301587301587
2022-03-11,3:30,81,9,0.1410420308590947,0.2931604333453039,18,0.2222222222222222
2022-03-11,3:45,83,3,0.0834418343974793,0.25244235012134,18,0.216867469879518
2022-03-11,4:0,143,33,0.2305721342433374,0.2990971044644738,48,0.3356643356643357
2022-03-11,4:15,235,36,0.1716499717093687,0.2421199065504898,53,0.225531914893617
2022-03-11,4:30,127,37,0.2637334419414401,0.3027221925389622,47,0.3700787401574803
2022-03-11,4:45,159,29,0.1959502357761112,0.2870348522764058,47,0.2955974842767295
2022-03-11,5:0,111,16,0.1625859463411207,0.2732123584956268,31,0.2792792792792792
2022-03-11,5:15,103,18,0.1833638916361751,0.2871942079089534,30,0.2912621359223301
2022-03-11,5:30,117,24,0.2101985344177701,0.317883532689071,35,0.2991452991452991
2022-03-11,5:45,99,14,0.1466980189969292,0.2948572500312514,23,0.2323232323232323
2022-03-11,6:0,95,19,0.1987517381381047,0.304776748958843,31,0.3263157894736842
2022-03-11,6:15,147,16,0.1595223248004913,0.2480458609955431,37,0.2517006802721088
2022-03-11,6:30,129,6,0.1179735603410201,0.1753430254825669,20,0.1550387596899224
2022-03-11,6:45,121,8,0.113408920362838,0.2728118803407002,25,0.2066115702479339
2022-03-11,7:0,183,24,0.1611309087952303,0.2540296875504744,39,0.2131147540983606
2022-03-11,7:15,180,28,0.1707318000521304,0.2710281832193446,39,0.2166666666666666
2022-03-11,7:30,171,17,0.1338450662677356,0.2478297509576672,30,0.175438596491228
2022-03-11,7:45,191,11,0.1104146921519599,0.157131008598922,17,0.0890052356020942
2022-03-11,8:0,139,13,0.1329488540101769,0.2090912924107084,21,0.1510791366906475
2022-03-11,8:15,161,14,0.132391991738739,0.2227018921780923,28,0.1739130434782608
2022-03-11,8:30,136,31,0.2233202362960369,0.3351372939328725,49,0.3602941176470588
2022-03-11,8:45,136,25,0.1943846571341376,0.3059949792424116,44,0.3235294117647059
2022-03-11,9:0,133,14,0.1406464532815984,0.2588684493254893,34,0.2556390977443609
2022-03-11,9:15,261,20,0.1262674552773864,0.2270045638821325,43,0.1647509578544061
2022-03-11,9:30,375,4,0.0864186403577526,0.1229078885347787,21,0.056
2022-03-11,9:45,307,6,0.0690669329876401,0.1649427467090816,23,0.0749185667752443
2022-03-11,10:0,197,25,0.1393064833269809,0.2725188985853429,44,0.2233502538071066
2022-03-11,10:15,243,14,0.0957603516122287,0.1747805490146023,24,0.0987654320987654
2022-03-11,10:30,113,8,0.1272989631325534,0.2167564652242606,18,0.1592920353982301
2022-03-11,10:45,177,13,0.092883430971201,0.2244164813360926,25,0.1412429378531073
2022-03-11,11:0,177,20,0.1500776158487897,0.2619460259936352,40,0.2259887005649717
2022-03-11,11:15,129,14,0.1485686082602298,0.2258706957894476,32,0.2480620155038759
2022-03-11,11:30,155,13,0.1228507331722686,0.2534129522516846,27,0.1741935483870967
2022-03-11,11:45,154,19,0.1303598689060513,0.260160593152864,34,0.2207792207792207
2022-03-11,12:0,218,17,0.1121693830873065,0.2126968260336752,28,0.128440366972477
2022-03-11,12:15,137,20,0.1464426703173259,0.2724560406460775,26,0.1897810218978102
2022-03-11,12:30,203,19,0.0821339757700125,0.2360288964276178,30,0.1477832512315271
2022-03-11,12:45,200,12,0.062462338025216,0.2212363210833078,26,0.13
2022-03-11,13:0,186,19,0.1317610284238453,0.2482729228710092,31,0.1666666666666666
2022-03-11,13:15,186,16,0.1267785803960656,0.2064635351204166,27,0.1451612903225806
2022-03-11,13:30,226,42,0.2056251306939804,0.2750747500746736,62,0.2743362831858407
2022-03-11,13:45,270,32,0.151938392708285,0.2463219817856418,50,0.1851851851851851
2022-03-11,14:0,253,32,0.1636516192224863,0.2621431646385113,49,0.1936758893280632
2022-03-11,14:15,283,44,0.1852871535309712,0.2999898783625222,81,0.2862190812720848
2022-03-11,14:30,81,19,0.2411812055557046,0.28132309621384,30,0.3703703703703703
2022-03-11,14:45,247,45,0.1942225300729546,0.2873475356633895,64,0.2591093117408907
2022-03-11,15:0,293,89,0.2961042862697012,0.3436106098815158,114,0.3890784982935154
2022-03-11,15:15,224,69,0.2900286173140297,0.3777670900843077,82,0.3660714285714285
2022-03-11,15:30,23,1,0.0687313923693221,0.3512936619558151,4,0.1739130434782608
2022-03-11,15:45,165,26,0.1748650351426366,0.3157475835331199,43,0.2606060606060606
2022-03-11,16:0,119,12,0.163403501914141,0.3036054058236401,39,0.3277310924369748
2022-03-11,16:15,217,25,0.1677724065598151,0.2792876200698537,67,0.3087557603686636
2022-03-11,16:30,185,24,0.1806889727258601,0.2564596828909984,54,0.2918918918918919
2022-03-11,16:45,151,23,0.2006176431256266,0.3232128759483073,63,0.4172185430463576
2022-03-11,17:0,146,20,0.1719308424045727,0.279876738247348,44,0.3013698630136986
2022-03-11,17:15,181,18,0.1376970499079901,0.2558208611354624,35,0.1933701657458563
2022-03-11,17:30,269,27,0.1364456279459496,0.2306784658123205,40,0.1486988847583643
2022-03-11,17:45,118,15,0.1404304630241467,0.3157688133761864,27,0.2288135593220339
2022-03-11,18:0,117,29,0.2433603536576414,0.314938237170637,41,0.3504273504273504
2022-03-11,18:15,139,12,0.1176644595969709,0.2435147702809438,32,0.2302158273381295
2022-03-11,18:30,111,21,0.1926881724775576,0.2900345438079422,31,0.2792792792792792
2022-03-11,18:45,159,9,0.124251003400569,0.2249887712119342,46,0.2893081761006289
2022-03-11,19:0,133,9,0.1018277763326029,0.2080106471001636,23,0.1729323308270676
2022-03-11,19:15,136,4,0.070933171421262,0.1851470815054204,16,0.1176470588235294
2022-03-11,19:30,140,0,0.0548203611180984,0.1334270973218075,10,0.0714285714285714
2022-03-11,19:45,144,9,0.1317613967629667,0.2286664248656956,35,0.2430555555555555
2022-03-11,20:17,78,3,0.1001969346633324,0.1772007410641524,13,0.1666666666666666
2022-03-11,20:30,34,4,0.1038167648126973,0.3069547927505078,7,0.2058823529411764
2022-03-11,20:45,144,-1,0.052537774919377,0.1938465162773709,19,0.1319444444444444
2022-03-11,21:0,120,6,0.0745581980639447,0.2653631817270613,25,0.2083333333333333
2022-03-11,21:15,124,-1,0.0425235241268491,0.18202161332003,9,0.0725806451612903
2022-03-11,21:30,263,-1,0.0551715947372463,0.1079212735888114,7,0.026615969581749
2022-03-11,21:45,167,4,0.0764277670588232,0.1654094380378501,19,0.1137724550898203
2022-03-11,22:0,84,4,0.0773996617090666,0.2577140711256251,10,0.119047619047619
2022-03-11,22:15,90,5,0.071859589839975,0.1856368375030722,10,0.1111111111111111
2022-03-11,22:30,69,0,0.0374104708055223,0.1902138334001026,4,0.0579710144927536
2022-03-11,22:45,25,1,0.0515085754171013,0.211065200967818,2,0.08
2022-03-11,23:0,73,1,0.0553261804687854,0.1520842900537878,2,0.0273972602739726
2022-03-11,23:15,69,-1,0.0263814208151745,0.2418350627751658,5,0.072463768115942
2022-03-11,23:30,71,5,0.0885661685196551,0.2935593411256911,12,0.1690140845070422
2022-03-11,23:45,105,0,0.0974037170321458,0.1675363056495844,21,0.2
2022-03-12,0:0,83,2,0.0981538648750767,0.1379440002257047,8,0.0963855421686747
2022-03-12,0:15,453,13,0.0811999590705595,0.212758864965304,52,0.1147902869757174
2022-03-12,0:30,383,14,0.0957673465451298,0.2224072101700555,57,0.1488250652741514
2022-03-12,0:45,293,6,0.0912825183199127,0.2010568778312817,39,0.1331058020477815
2022-03-12,1:0,207,14,0.1253388596896604,0.1934779203772683,34,0.1642512077294686
2022-03-12,1:15,140,7,0.1053529130660795,0.185487951458268,19,0.1357142857142857
2022-03-12,1:30,80,10,0.129778870352311,0.2385124837560291,15,0.1875
2022-03-12,1:45,89,11,0.1518812294306464,0.2825478642332765,19,0.2134831460674157
2022-03-12,2:0,79,8,0.1357653220243092,0.2810955399033616,19,0.240506329113924
2022-03-12,2:15,96,17,0.1966789287835126,0.3071930289622879,27,0.28125
2022-03-12,2:30,131,25,0.2040343604953462,0.2710603110416203,37,0.2824427480916031
2022-03-12,2:45,83,10,0.1405904937019369,0.2266024278188239,16,0.1927710843373494
2022-03-12,3:0,74,9,0.1584529181615122,0.2999261522881111,21,0.2837837837837837
2022-03-12,3:15,86,5,0.1049186258663445,0.2541521483702941,16,0.1860465116279069
2022-03-12,3:30,80,2,0.0615967608173377,0.2379837853280039,10,0.125
2022-03-12,3:45,123,13,0.1186922752502851,0.2467047867506001,23,0.1869918699186991
2022-03-12,4:0,88,13,0.1499778010289777,0.2934977952431897,20,0.2272727272727272
2022-03-12,4:15,109,16,0.1542027935753106,0.2565899391768095,21,0.1926605504587156
2022-03-12,4:30,148,12,0.0972566007120484,0.1944726997431259,17,0.1148648648648648
2022-03-12,4:45,158,37,0.2108765369298856,0.3336510484959766,44,0.2784810126582278
2022-03-12,5:0,101,35,0.3116092851228716,0.3540993468376012,41,0.4059405940594059
2022-03-12,5:15,90,14,0.1510501978608469,0.3208276378635538,22,0.2444444444444444
2022-03-12,5:30,80,13,0.1609928707941435,0.2425381436467044,18,0.225
2022-03-12,5:45,104,15,0.1695751584484242,0.2565387480663995,29,0.2788461538461538
2022-03-12,6:0,110,13,0.153500920551067,0.2299640450704169,24,0.2181818181818181
2022-03-12,6:15,120,19,0.1729062455822713,0.2969557738008332,32,0.2666666666666666
2022-03-12,6:30,131,14,0.1516734731760416,0.2509918171984126,26,0.1984732824427481
2022-03-12,6:45,49,5,0.1280335505607024,0.2574079752910154,10,0.2040816326530612
2022-03-12,7:0,104,8,0.1154682173420531,0.2215715006694093,16,0.1538461538461538
2022-03-12,7:15,134,13,0.1424505491845254,0.2394099846395815,25,0.1865671641791045
2022-03-12,7:30,130,7,0.0900479448278649,0.1966345044913985,11,0.0846153846153846
2022-03-12,7:45,138,2,0.0688548674064594,0.1998103018726368,15,0.108695652173913
2022-03-12,8:0,132,4,0.0710017087050911,0.1951362668655278,13,0.0984848484848484
2022-03-12,8:15,123,9,0.1152056870012869,0.2334212799335001,18,0.1463414634146341
2022-03-12,8:30,123,15,0.1605022780226195,0.2869269957880697,29,0.2357723577235772
2022-03-12,8:45,98,5,0.1013997805932042,0.22297721725309,14,0.1428571428571428
2022-03-12,9:0,100,9,0.1207153893262147,0.2608152292430486,20,0.2
2022-03-12,9:15,150,15,0.110383068944017,0.2728878669534031,22,0.1466666666666666
2022-03-12,9:30,177,16,0.1010754533390919,0.2296186769562066,23,0.1299435028248587
2022-03-12,9:45,221,13,0.0909494536368353,0.1740484670454168,22,0.0995475113122171
2022-03-12,10:0,112,5,0.0937386245017738,0.1600907954607414,14,0.125
2022-03-12,10:15,123,16,0.1510694317360658,0.2377297543278827,27,0.2195121951219512
2022-03-12,10:30,110,13,0.1370406830514019,0.2977688853297299,25,0.2272727272727272
2022-03-12,10:45,106,6,0.0751570666577877,0.244212703935481,17,0.160377358490566
2022-03-12,11:0,87,5,0.109679944021092,0.1924238129675006,11,0.1264367816091954
2022-03-12,11:15,100,18,0.1813785671629011,0.2450436174008868,28,0.28
2022-03-12,11:30,103,20,0.1970646530208946,0.3021921595821029,28,0.2718446601941747
2022-03-12,11:45,99,8,0.1200900207875729,0.2492907393748341,17,0.1717171717171717
2022-03-12,12:0,181,25,0.1828562806705167,0.2787575412562602,65,0.3591160220994475
2022-03-12,12:15,150,7,0.0938045184469471,0.2717755301925135,24,0.16
2022-03-12,12:30,99,12,0.1595684493788414,0.2980717639774234,27,0.2727272727272727
2022-03-12,12:45,105,4,0.0988706117673289,0.2577967501550992,18,0.1714285714285714
2022-03-12,13:0,100,21,0.198105994942598,0.2848173262906756,25,0.25
2022-03-12,13:15,266,39,0.1538570794115837,0.2592744891297044,54,0.2030075187969924
2022-03-12,13:30,312,13,0.0940062540974348,0.1671082463718508,26,0.0833333333333333
2022-03-27,0:45,253,10,0.075513102208069,0.1829369143772601,22,0.0869565217391304
2022-04-01,6:45,198,13,0.1298902132760056,0.2187850227779739,51,0.2575757575757575
2022-04-01,7:0,224,5,0.0874198911125339,0.1433285481119844,39,0.1741071428571428
2022-04-01,7:15,237,7,0.0604039495417903,0.2008008304571042,20,0.0843881856540084
2022-04-01,7:30,174,11,0.0915416430028947,0.220338230934515,18,0.1034482758620689
2022-04-01,7:45,127,13,0.1212186042483397,0.2526905758249361,24,0.1889763779527559
2022-04-01,8:0,249,9,0.0967968168619825,0.1495452514294027,13,0.0522088353413654
2022-04-01,8:15,214,15,0.1089831878579108,0.1851353338270236,24,0.1121495327102803
2022-04-01,8:30,127,13,0.1305404940297402,0.2322491864717853,23,0.1811023622047244
2022-04-01,8:45,142,10,0.0854933279743549,0.2039520651212382,18,0.1267605633802817
2022-04-01,9:0,138,15,0.1145905959251188,0.2503224133502773,19,0.1376811594202898
2022-04-01,9:15,182,23,0.1382850721033269,0.2651875369905554,33,0.1813186813186813
2022-04-01,9:30,139,7,0.075711956441992,0.2589399388406782,15,0.1079136690647482
2022-04-01,9:45,177,11,0.0861822025571544,0.2250106036582611,26,0.1468926553672316
2022-04-01,10:0,116,9,0.0925436605546816,0.2817782324953379,20,0.1724137931034483
2022-04-01,10:15,186,8,0.0739901459735808,0.1851462331232838,17,0.0913978494623656
2022-04-01,10:30,151,23,0.1571464852140044,0.2508011988697147,36,0.23841059602649
2022-04-01,10:45,182,6,0.0794825204622491,0.2107554813483592,24,0.1318681318681318
2022-04-01,11:0,168,19,0.1388143690336229,0.2322583761510622,34,0.2023809523809523
2022-04-01,11:15,158,8,0.0798725853968836,0.246077458451415,22,0.1392405063291139
2022-04-01,11:30,136,17,0.1330106765278341,0.2709243369791311,26,0.1911764705882352
2022-04-01,11:45,144,24,0.1685505527097525,0.2767253364675465,37,0.2569444444444444
2022-04-01,12:0,167,11,0.1069310608872039,0.2051482164338066,24,0.1437125748502994
2022-04-01,12:15,188,13,0.1038033707671739,0.2075829442666473,27,0.1436170212765957
2022-04-01,12:30,143,22,0.1551910921332094,0.2794938014018239,32,0.2237762237762237
2022-04-01,12:45,183,21,0.1329987957040509,0.2487552837128356,33,0.180327868852459
2022-04-01,13:0,186,41,0.2083011404135494,0.3120562634976139,51,0.2741935483870967
2022-04-01,13:15,181,24,0.1482395068279246,0.24949119232513,41,0.2265193370165746
2022-04-01,13:30,204,10,0.0753058784974592,0.2718025334038175,29,0.142156862745098
2022-04-01,13:45,176,16,0.1242128992453217,0.2354564414176347,29,0.1647727272727272
2022-04-01,14:0,159,17,0.1247301226798093,0.2622668829478976,31,0.1949685534591195
2022-04-01,14:15,219,17,0.0990457961327273,0.2769471170359361,46,0.2100456621004566
2022-04-01,14:30,218,24,0.1367181245015438,0.2584598951220934,40,0.1834862385321101
2022-04-01,14:45,129,11,0.0996842059963779,0.2685930636534506,20,0.1550387596899224
2022-04-01,15:0,198,28,0.1550133107300622,0.2757128483425403,49,0.2474747474747475
2022-04-01,15:15,182,24,0.1474995884435394,0.2583210308152417,47,0.2582417582417582
2022-04-01,15:30,175,28,0.1782638790325394,0.3036913650289095,46,0.2628571428571428
2022-04-01,15:45,190,24,0.1295201250155897,0.2516903465793751,39,0.2052631578947368
2022-04-01,16:0,175,39,0.215456586908549,0.3087899498621258,49,0.28
2022-04-01,16:15,249,63,0.2516080527192348,0.3346989604998877,83,0.3333333333333333
2022-04-01,16:30,232,33,0.1529844233621682,0.2758528427195592,49,0.2112068965517241
2022-04-01,16:45,229,30,0.1640699103263137,0.2841455791713405,55,0.2401746724890829
2022-04-01,17:0,214,19,0.108436915126986,0.2322160376806042,31,0.1448598130841121
2022-04-01,17:15,254,30,0.1234803951554381,0.246237780774557,39,0.1535433070866141
2022-04-01,17:30,191,18,0.1140106123096811,0.2051755162770853,29,0.1518324607329843
2022-04-01,17:45,179,11,0.1028010474528347,0.2106918975644568,27,0.1508379888268156
2022-04-01,18:0,164,14,0.1010053948578765,0.2329850475667585,28,0.1707317073170731
2022-04-01,18:15,195,19,0.1049179863519011,0.1922669633856244,29,0.1487179487179487
2022-04-01,18:30,262,14,0.0896774652709061,0.1997311675425563,23,0.0877862595419847
2022-04-01,18:45,138,2,0.0577716705848233,0.2235737078293267,15,0.108695652173913
2022-04-01,19:0,132,9,0.0890747874086214,0.209231894283787,19,0.1439393939393939
2022-04-01,19:15,165,10,0.1025705996308137,0.2225617241179859,29,0.1757575757575757
2022-04-01,19:30,140,5,0.0705980216651888,0.1867870835682816,13,0.0928571428571428
2022-04-01,19:45,107,6,0.0888417742658998,0.1990512971901563,12,0.1121495327102803
2022-04-01,20:0,140,17,0.1250247675393309,0.2325459708634121,25,0.1785714285714285
2022-04-01,20:15,138,4,0.0721363265850189,0.1976757763421529,21,0.1521739130434782
2022-04-01,20:30,109,-1,0.0357019239182182,0.2119950369348797,8,0.073394495412844
2022-04-01,20:45,134,3,0.0336038069869044,0.2050468011757101,11,0.0820895522388059
2022-04-01,21:0,128,6,0.0309062593623821,0.2481547427535128,12,0.09375
2022-04-01,21:15,101,2,0.0375232918851889,0.2198174796730113,8,0.0792079207920792
2022-04-01,21:30,118,7,0.0926212412739267,0.1962034787344117,14,0.1186440677966101
2022-04-01,21:45,106,6,0.0658693408663824,0.2404400078271347,12,0.1132075471698113
2022-04-01,22:0,99,0,0.0555420149155337,0.1379814166781124,7,0.0707070707070707
2022-04-01,22:15,150,8,0.0787495136633515,0.1825505720845981,12,0.08
2022-04-01,22:30,112,2,0.0681957998188279,0.1810833683194761,10,0.0892857142857142
2022-04-01,22:45,90,2,0.0724099861768384,0.1985156314844944,9,0.1
2022-04-01,23:0,153,1,0.0298014432039671,0.2051574253448252,7,0.0457516339869281
2022-04-01,23:15,103,2,0.0443361068090188,0.2013436755060682,5,0.0485436893203883
2022-04-01,23:30,85,2,0.0567533660351353,0.2143242016343491,9,0.1058823529411764
2022-04-01,23:45,89,0,0.0581457188112263,0.1932816727124565,12,0.1348314606741573
2022-04-02,0:0,141,8,0.0651086387851982,0.1907238277993517,13,0.0921985815602836
2022-04-02,0:15,476,16,0.0608407578024105,0.1823962723578324,44,0.0924369747899159
2022-04-02,0:30,335,13,0.0646222836518688,0.1908447612853248,34,0.1014925373134328
2022-04-02,0:45,270,13,0.065490604740464,0.1910989875502735,24,0.0888888888888888
2022-04-02,1:0,188,16,0.079926997579218,0.2722198930317301,30,0.1595744680851064
2022-04-02,1:15,125,6,0.085227182328701,0.1574946664772196,13,0.104
2022-04-02,1:30,90,8,0.1069775998437156,0.2206030135162434,15,0.1666666666666666
2022-04-02,1:45,120,21,0.2124890191014856,0.3002689866816416,39,0.325
2022-04-02,2:0,93,18,0.1873975514574477,0.3066346840728527,22,0.2365591397849462
2022-04-02,2:15,93,7,0.0930152887137987,0.251887545788718,13,0.1397849462365591
2022-04-02,2:30,92,13,0.1455174451896353,0.2637794886328686,21,0.2282608695652173
2022-04-02,2:45,96,6,0.0956424912243771,0.1899364222106777,13,0.1354166666666666
2022-04-02,3:0,89,2,0.0615390942777308,0.2229397236524745,13,0.146067415730337
2022-04-02,3:15,105,8,0.0907495269729267,0.2517308013836659,15,0.1428571428571428
2022-04-02,3:30,87,9,0.1005171627801811,0.2399862711580635,12,0.1379310344827586
2022-04-02,3:45,80,2,0.0455532093939837,0.2193278358840058,9,0.1125
2022-04-02,4:0,88,6,0.0788509753183461,0.2233010238572533,10,0.1136363636363636
2022-04-02,4:15,109,5,0.0843794048003373,0.1641840764769439,13,0.1192660550458715
2022-04-02,4:30,118,6,0.0606209106340814,0.2228310577929289,15,0.1271186440677966
2022-04-02,4:45,124,13,0.1306329492269264,0.2679600637600793,25,0.2016129032258064
2022-04-02,5:0,97,11,0.1164565015843464,0.2362243275949762,14,0.1443298969072164
2022-04-02,5:15,85,6,0.1074587653062361,0.2043843803841097,14,0.1647058823529411
2022-04-02,5:30,76,6,0.1042958344455416,0.273440988861344,13,0.1710526315789473
2022-04-02,5:45,108,15,0.1477272303136824,0.2609929201752007,23,0.2129629629629629
2022-04-02,6:0,103,18,0.167754328411832,0.299715572426285,22,0.2135922330097087
2022-04-02,6:15,98,7,0.1024756026976951,0.2109594301022521,12,0.1224489795918367
2022-04-02,6:30,79,2,0.0552052153993539,0.1937975648752361,9,0.1139240506329113
2022-04-02,6:45,105,13,0.1490582751952821,0.276118043834166,22,0.2095238095238095
2022-04-02,7:0,104,11,0.1215607086330867,0.2359978656101337,20,0.1923076923076923
2022-04-02,7:15,122,2,0.0647448634339466,0.184766084568963,15,0.1229508196721311
2022-04-02,7:30,118,14,0.1323267762407155,0.25952906270636,22,0.1864406779661017
2022-04-02,7:45,124,15,0.123973234428934,0.3353921274096196,25,0.2016129032258064
2022-04-02,8:0,115,21,0.1676278765758742,0.264006926122155,30,0.2608695652173913
2022-04-02,8:15,147,13,0.1185038380109432,0.2264577389978999,26,0.1768707482993197
2022-04-02,8:30,173,12,0.0922668074537606,0.2183394604964369,28,0.1618497109826589
2022-04-02,8:45,137,21,0.1572596264771954,0.254361464965727,31,0.2262773722627737
2022-04-02,9:0,133,6,0.0548778913558033,0.1980777032410458,12,0.0902255639097744
2022-04-02,9:15,167,28,0.161059656163711,0.2826432340521311,38,0.2275449101796407
2022-04-02,9:30,143,14,0.1083178552017397,0.2608533003553205,25,0.1748251748251748
2022-04-02,9:45,146,13,0.1120722875356265,0.2477204551955342,35,0.2397260273972602
2022-04-02,10:0,135,10,0.1144666707591602,0.2027007450984688,24,0.1777777777777777
2022-04-02,10:15,128,10,0.1117882913094945,0.2004341949018745,20,0.15625
2022-04-02,10:30,134,10,0.0877618218125747,0.2424733107510555,24,0.1791044776119403
2022-04-02,10:45,116,11,0.1103884385344732,0.2532120142386858,17,0.146551724137931
2022-04-02,11:0,139,4,0.0612501232958526,0.1757941644225304,12,0.0863309352517985
