Date,Time,Number of tweets,Additive score,Mean score,Standard deviation score,Number of positive,Percentage of positive
2022-05-03,23:1,46,1,0.0494346119686151,0.1260062789566909,4,0.0869565217391304
2022-05-03,23:15,114,7,0.0564719191588984,0.2218377701727604,11,0.0964912280701754
2022-05-03,23:30,116,1,0.0536382913083673,0.2190061395296783,12,0.1034482758620689
2022-05-03,23:45,115,6,0.0940002410348666,0.1836337439567834,12,0.1043478260869565
2022-05-04,0:0,94,3,0.0765443430777559,0.1781278654707127,10,0.1063829787234042
2022-05-04,0:15,93,-1,0.0340445703997086,0.2266133422416734,7,0.075268817204301
2022-05-04,0:30,56,2,0.0815893762212778,0.2931672303638355,9,0.1607142857142857
2022-05-04,0:45,73,0,0.0326076107074136,0.2925450280110513,9,0.1232876712328767
2022-05-04,1:0,59,0,0.0787172205114768,0.1394948859748097,8,0.135593220338983
2022-05-04,0:15,250,0,0.0474905659668147,0.231384434000168,27,0.108
2022-05-04,0:30,253,3,0.0631124063435456,0.2301832668397644,36,0.1422924901185771
2022-05-04,0:45,281,2,0.0515985112087105,0.2261925595278697,29,0.1032028469750889
2022-05-04,1:0,230,-3,0.0287090632963277,0.2400411128672097,19,0.0826086956521739
2022-05-04,1:15,154,5,0.0635152539879373,0.2465271364903887,21,0.1363636363636363
2022-05-04,1:30,80,4,0.0514637045562267,0.2434797227087011,10,0.125
2022-05-04,1:45,85,5,0.0892678632181795,0.1930280778141506,12,0.1411764705882353
2022-05-04,2:0,78,4,0.092275559132059,0.2995962476570618,17,0.2179487179487179
2022-05-04,2:15,89,6,0.0801275098131279,0.2515689480117558,11,0.1235955056179775
2022-05-04,2:30,86,15,0.1814958635165334,0.3182722824113556,27,0.313953488372093
2022-05-04,2:45,20,3,0.1419235874200239,0.2184108244911218,3,0.15
2022-05-04,3:0,73,6,0.1204995176984533,0.2729703349335702,13,0.1780821917808219
2022-05-04,3:15,93,10,0.1405684506490586,0.2654732818869438,22,0.2365591397849462
2022-05-04,3:30,74,2,0.0429128522833658,0.2356211750847734,9,0.1216216216216216
2022-05-04,3:45,58,1,0.0412545027693027,0.2447853033495476,10,0.1724137931034483
2022-05-04,4:0,82,6,0.1161642811692705,0.2063745225338259,15,0.1829268292682926
2022-05-04,4:15,86,5,0.0818382159882593,0.2484344513739092,16,0.1860465116279069
2022-05-04,4:30,84,6,0.0817354171082288,0.3266226876643253,19,0.2261904761904762
2022-05-04,4:45,67,6,0.0967969486086782,0.3220822714113001,12,0.1791044776119403
2022-05-04,5:0,77,3,0.0863686992194164,0.2299039389744509,13,0.1688311688311688
2022-05-04,5:15,85,9,0.1135725246304098,0.2769693991668981,16,0.188235294117647
2022-05-04,5:30,61,1,0.0648201194698693,0.3428844896278682,11,0.180327868852459
2022-05-04,5:45,77,6,0.0863755267633536,0.2569430539772318,16,0.2077922077922078
2022-05-04,6:0,82,4,0.064596769814493,0.2563621319794497,10,0.1219512195121951
2022-05-04,6:15,126,9,0.1083263098557908,0.1890994859879755,13,0.1031746031746031
2022-05-04,6:30,84,1,0.0529161481064788,0.2588979582729234,12,0.1428571428571428
2022-05-04,6:45,148,2,0.0374866282642894,0.1544563507602063,9,0.0608108108108108
2022-05-04,7:0,114,3,0.0726981978504019,0.2586599129842767,19,0.1666666666666666
2022-05-04,7:15,119,7,0.0678083330134571,0.2517718683892073,18,0.1512605042016806
2022-05-04,7:30,123,11,0.0878996288600733,0.2626378298287425,22,0.1788617886178861
2022-05-04,7:45,120,11,0.126004235795699,0.3159688547910439,38,0.3166666666666666
2022-05-04,8:0,92,4,0.0736485851179484,0.1811809882813795,11,0.1195652173913043
2022-05-04,8:15,116,9,0.0770902576864343,0.202138793787911,13,0.1120689655172413
2022-05-04,8:30,117,6,0.0651808734505604,0.2465391171201126,13,0.1111111111111111
2022-05-04,8:45,124,2,0.0456718558618318,0.18828615691749,9,0.0725806451612903
2022-05-04,9:0,157,9,0.0794711645787498,0.2148572127203376,20,0.1273885350318471
2022-05-04,9:15,113,11,0.1102845521676725,0.2282404199937895,16,0.1415929203539823
2022-05-04,9:30,95,8,0.1197616863946773,0.3080656838186387,22,0.231578947368421
2022-05-04,9:45,104,31,0.2582461552139228,0.2996446858911297,51,0.4903846153846153
2022-05-04,10:0,89,7,0.0967146708274239,0.2456922935973431,16,0.1797752808988764
2022-05-04,10:15,110,7,0.0864663903178139,0.2500383400891933,15,0.1363636363636363
2022-05-04,10:30,132,10,0.0747505195057866,0.247626910471402,19,0.1439393939393939
2022-05-04,10:45,114,4,0.0726958213235137,0.2017146606988719,18,0.1578947368421052
2022-05-04,11:0,101,12,0.1170181857956813,0.2461200373031107,16,0.1584158415841584
2022-05-04,11:15,106,8,0.1053217318972115,0.2053429958609227,20,0.1886792452830188
2022-05-04,11:30,236,15,0.1532278692476072,0.1989048447084748,65,0.2754237288135593
2022-05-04,11:45,318,23,0.1501764653780667,0.1839213099716656,80,0.2515723270440251
2022-05-04,12:0,438,29,0.1432823134250258,0.1794855380831447,105,0.2397260273972602
2022-05-04,12:15,336,19,0.1360438778411619,0.1858286573456736,78,0.2321428571428571
2022-05-04,12:30,97,9,0.1107842451508742,0.2988885128911878,17,0.1752577319587628
2022-05-04,12:45,171,12,0.1081578080999877,0.2310546814344768,24,0.1403508771929824
2022-05-04,13:0,129,9,0.1016574019616715,0.2360513058679564,17,0.1317829457364341
2022-05-04,13:15,143,3,0.0605565886846841,0.1969193461836527,14,0.0979020979020979
2022-05-04,13:30,99,9,0.1116598487897503,0.2623445612784119,17,0.1717171717171717
2022-05-04,13:45,149,12,0.0815521333704158,0.2682008536427005,28,0.1879194630872483
2022-05-04,14:0,119,14,0.1408402991888089,0.2691873365483465,33,0.2773109243697479
2022-05-04,14:15,263,21,0.1410605403162652,0.2194922657723279,71,0.2699619771863117
2022-05-04,14:30,195,15,0.2252847784437621,0.2598580584901364,108,0.5538461538461539
2022-05-04,14:45,158,29,0.2141543460591354,0.2869647709712588,70,0.4430379746835443
2022-05-04,15:0,126,6,0.076199890583724,0.2726496655275231,22,0.1746031746031746
2022-05-04,15:15,176,11,0.1486597589815077,0.2705965791381356,56,0.3181818181818182
2022-05-04,15:30,204,16,0.1799502530244781,0.2323220015058767,73,0.3578431372549019
2022-05-04,15:45,221,13,0.1482279418558893,0.2234730436629925,74,0.334841628959276
2022-05-04,16:0,256,22,0.1987186735732393,0.2200610784891124,107,0.41796875
2022-05-04,16:15,295,59,0.2129256806730971,0.2355835646809659,113,0.3830508474576271
2022-05-04,16:30,394,54,0.2353950507470836,0.2289667796819188,201,0.5101522842639594
2022-05-04,16:45,255,22,0.2145956151023068,0.2482992882476221,117,0.4588235294117647
2022-05-04,17:0,325,42,0.3012969262267534,0.206200717541436,233,0.7169230769230769
2022-05-04,17:15,179,9,0.1212685794553943,0.1877953369901607,40,0.2234636871508379
2022-05-04,17:30,135,18,0.1313206592229781,0.2940147086437891,31,0.2296296296296296
2022-05-04,17:45,109,7,0.093754253973928,0.3077720019398866,22,0.2018348623853211
2022-05-04,18:0,151,12,0.1206209842356181,0.27074153024648,32,0.2119205298013245
2022-05-04,18:15,146,5,0.0704475824006718,0.2221321492312051,17,0.1164383561643835
2022-05-04,18:30,125,18,0.1505485474988818,0.2534323338644167,31,0.248
2022-05-04,18:45,357,26,0.1536717668973974,0.1710989002231574,82,0.2296918767507002
2022-05-04,19:0,325,12,0.1029918020361891,0.2006837104022673,63,0.1938461538461538
2022-05-04,19:15,136,5,0.0607891875209615,0.2543061877938441,18,0.1323529411764706
2022-05-04,19:30,299,12,0.1273838548335467,0.149698118404606,66,0.2207357859531772
2022-05-04,19:45,196,5,0.1000051540964074,0.1627915789447434,40,0.2040816326530612
2022-05-04,20:0,179,13,0.1189268114248176,0.2103354396091619,37,0.2067039106145251
2022-05-04,20:15,165,12,0.1247857106228669,0.2402347066132804,32,0.1939393939393939
2022-05-04,20:30,133,10,0.1056763563704277,0.2297243228158347,26,0.1954887218045112
2022-05-04,20:45,183,5,0.097590055339588,0.1642324388088619,29,0.1584699453551912
2022-05-04,21:0,98,1,0.0426218206329005,0.2027272968760101,12,0.1224489795918367
2022-05-04,21:15,109,1,0.0492499314308371,0.2012445849262495,10,0.091743119266055
2022-05-04,21:30,98,5,0.0997200579410989,0.1846167918888879,18,0.1836734693877551
2022-05-04,21:45,78,2,0.0562496808751557,0.1758295309066738,6,0.0769230769230769
2022-05-04,22:0,71,5,0.0791132734485075,0.2247868712485426,8,0.1126760563380281
2022-05-04,22:15,94,7,0.1079801572684912,0.254575976322077,18,0.1914893617021276
2022-05-04,22:30,102,1,0.0451227672142433,0.1758575176633947,8,0.0784313725490196
2022-05-04,22:45,75,3,0.0630896859367688,0.2028247290507209,9,0.12
2022-05-04,23:0,75,2,0.080879154720654,0.2414602921625851,11,0.1466666666666666
2022-05-04,23:15,80,1,0.0542548527067992,0.2137082231259729,7,0.0875
2022-05-04,23:30,59,-2,-0.0084898052263562,0.3085526972259724,5,0.0847457627118644
2022-05-04,23:45,79,2,0.0857913580522695,0.2033727042319484,11,0.1392405063291139
2022-05-05,0:0,75,3,0.0877345818839967,0.2033805195191964,11,0.1466666666666666
2022-05-05,0:15,487,11,0.07039639952801,0.2219701704709191,70,0.1437371663244353
2022-05-05,0:30,391,10,0.0706189926773252,0.2358169330209667,54,0.1381074168797953
2022-05-05,0:45,332,6,0.0653087216014244,0.2325156481359288,40,0.1204819277108433
2022-05-05,1:0,286,11,0.0815833173334025,0.2472532109189577,41,0.1433566433566433
2022-05-05,1:15,213,11,0.095035899071976,0.2067509359245949,32,0.1502347417840375
2022-05-05,1:30,147,7,0.090130982147593,0.2126307474659136,23,0.1564625850340136
2022-05-05,1:45,100,1,0.0247946637496352,0.1528250057389754,3,0.03
2022-05-05,2:0,68,5,0.0697411953622256,0.1850979161104071,6,0.088235294117647
2022-05-05,2:15,76,5,0.0740772775117013,0.1736684037670813,5,0.0657894736842105
2022-05-05,2:30,87,3,0.0745247257498745,0.2540550752636755,14,0.160919540229885
2022-05-05,2:45,69,5,0.0929575952620286,0.1986946660980858,9,0.1304347826086956
2022-05-05,3:0,70,4,0.0765068376569875,0.1884654333823218,8,0.1142857142857142
2022-05-05,3:15,84,11,0.1511477281095548,0.2305342527492157,23,0.2738095238095238
2022-05-05,3:30,57,4,0.0676867236759056,0.3157557471452676,7,0.1228070175438596
2022-05-05,3:45,82,5,0.09531983941589,0.2956755621914027,12,0.1463414634146341
2022-05-05,4:0,40,3,0.0902263935073278,0.2622158574309703,6,0.15
2022-05-05,4:15,67,5,0.1255463329977842,0.2655890390183202,16,0.2388059701492537
2022-05-05,4:30,58,7,0.1330814296700831,0.3047821851860923,16,0.2758620689655172
2022-05-05,4:45,59,5,0.1024565804291958,0.3125368019729562,17,0.288135593220339
2022-05-05,5:0,91,5,0.062382783029474,0.2549752580433588,12,0.1318681318681318
2022-05-05,5:15,87,8,0.1076661631004649,0.2076554163724129,13,0.1494252873563218
2022-05-05,5:30,116,6,0.1459595239480379,0.2463238963385791,41,0.3534482758620689
2022-05-05,5:45,82,8,0.1793492965502437,0.2487811619618981,36,0.4390243902439024
2022-05-05,6:0,94,6,0.1408109988204818,0.2408303513964057,34,0.3617021276595745
2022-05-05,6:15,75,6,0.1176180276709298,0.2497404464936822,16,0.2133333333333333
2022-05-05,6:30,84,2,0.1108452518237754,0.2306229566128918,25,0.2976190476190476
2022-05-05,6:45,101,3,0.1165803536440771,0.2476749717030304,32,0.3168316831683168
2022-05-05,7:0,88,2,0.063122428625568,0.217751599897936,14,0.1590909090909091
2022-05-05,7:15,112,4,0.0769493888864027,0.1428491555881384,12,0.1071428571428571
2022-05-05,7:30,142,10,0.1058023381801191,0.2253350971298543,19,0.1338028169014084
2022-05-05,7:45,85,10,0.1400430153452736,0.2915074739579067,16,0.188235294117647
2022-05-05,8:0,114,8,0.076549615608855,0.2306692417647643,18,0.1578947368421052
2022-05-05,8:15,118,0,0.0333615337987825,0.2373945418424826,10,0.0847457627118644
2022-05-05,8:30,147,4,0.0666038532437262,0.2172782125434798,14,0.0952380952380952
2022-05-05,8:45,87,4,0.0616045014707949,0.2698932051407888,16,0.1839080459770115
2022-05-05,9:0,87,10,0.1240059707003335,0.2673386289322377,17,0.1954022988505747
2022-05-05,9:15,356,23,0.1421816531657712,0.1757885789479673,79,0.2219101123595505
2022-05-05,9:30,208,18,0.1678045411088253,0.2091850466535319,60,0.2884615384615384
2022-05-05,9:45,126,10,0.1269905602537273,0.2392503893846312,29,0.2301587301587301
2022-05-05,10:0,109,5,0.087228909036606,0.2053888722681893,17,0.1559633027522936
2022-05-05,10:15,309,24,0.1518262959579699,0.177261836089743,75,0.2427184466019417
2022-05-05,10:30,271,17,0.144110529525446,0.200616066741183,61,0.2250922509225092
2022-05-05,10:45,271,16,0.1262948833993632,0.1824749622296767,45,0.1660516605166051
2022-05-05,11:0,407,36,0.1612572553018405,0.1970633925158407,103,0.253071253071253
2022-05-05,11:15,188,62,0.2633800283866994,0.2910656790939195,74,0.3936170212765957
2022-05-05,11:30,150,15,0.1265218412068983,0.2413725677022465,33,0.22
2022-05-05,11:45,145,7,0.083436768277195,0.1813393389500242,19,0.1310344827586207
2022-05-05,12:0,175,3,0.0798170911414282,0.1659152348031101,18,0.1028571428571428
2022-05-05,12:15,273,17,0.1324476799688851,0.201372997334164,68,0.2490842490842491
2022-05-05,12:30,429,29,0.1393245514829606,0.1726811120799315,100,0.2331002331002331
2022-05-05,12:45,440,28,0.1270866204677573,0.1910252352378893,91,0.2068181818181818
2022-05-05,13:0,224,15,0.1292812088047087,0.1718140786448812,40,0.1785714285714285
2022-05-05,13:15,150,23,0.1632384930426876,0.2754858309480037,38,0.2533333333333333
2022-05-05,13:30,108,9,0.1188719646824109,0.2781440581230706,25,0.2314814814814814
2022-05-05,13:45,179,25,0.1631399707025822,0.2614515681722905,43,0.2402234636871508
2022-05-05,14:0,154,10,0.1013581265163208,0.2182744442578429,25,0.1623376623376623
2022-05-05,14:15,122,12,0.1098655196380053,0.2364064958329629,21,0.1721311475409836
2022-05-05,14:30,109,11,0.1343892979726127,0.2823322770077549,26,0.2385321100917431
2022-05-05,14:45,153,21,0.1339310157155386,0.2761111815987485,42,0.2745098039215686
2022-05-05,15:0,148,15,0.1220317019458004,0.2506301821979126,31,0.2094594594594594
2022-05-05,15:15,229,14,0.1024418251149714,0.2561188646639883,42,0.1834061135371179
2022-05-05,15:30,185,5,0.0735340033028576,0.2698910931370188,30,0.1621621621621621
2022-05-05,15:45,184,11,0.1001571325190446,0.2719104691378974,35,0.1902173913043478
2022-05-05,16:0,156,15,0.0990342340903738,0.3022802444986264,33,0.2115384615384615
2022-05-05,16:15,146,7,0.0751065118110751,0.3134026783144619,24,0.1643835616438356
2022-05-05,16:30,192,19,0.1311716606239012,0.2958732820786428,45,0.234375
2022-05-05,16:45,125,4,0.0585027273371815,0.2074713223314002,12,0.096
2022-05-05,17:0,118,12,0.1271936371567327,0.2646809080249364,22,0.1864406779661017
2022-05-05,17:15,234,18,0.1269627530127763,0.208730843470524,33,0.141025641025641
2022-05-05,17:30,176,11,0.1157051193215672,0.1907433922047382,23,0.1306818181818181
2022-05-05,17:45,114,29,0.2175955799971952,0.3231376943795097,39,0.3421052631578947
2022-05-05,18:0,112,16,0.1546784486397103,0.2743217434224086,32,0.2857142857142857
2022-05-05,18:15,155,7,0.0894486099872137,0.2220194283683914,20,0.1290322580645161
2022-05-05,18:30,124,15,0.1481831159007044,0.2730880364132003,30,0.2419354838709677
2022-05-05,18:45,130,12,0.1016822001646057,0.2807475286547953,25,0.1923076923076923
2022-05-05,19:0,65,3,0.0782049938606528,0.1903238796512342,8,0.123076923076923
2022-05-05,19:15,201,10,0.0709465694826893,0.204225211326807,24,0.1194029850746268
2022-05-05,19:30,40,-2,0.0160889222752302,0.2283563213931281,3,0.075
2022-05-05,19:45,127,0,0.0466622336635615,0.2226345769334172,11,0.0866141732283464
2022-05-05,20:0,105,0,0.054532060687918,0.1915486396199379,6,0.0571428571428571
2022-05-05,20:15,66,3,0.0776362163861366,0.3383310040187716,9,0.1363636363636363
2022-05-05,20:30,5,0,0.0303711600601673,0.0111335850021102,0,0.0
2022-05-05,20:45,98,3,0.0466323667681034,0.1950154530846873,8,0.0816326530612244
2022-05-05,21:0,88,6,0.0908192164603282,0.2079118911751762,10,0.1136363636363636
2022-05-05,21:15,105,5,0.0754040486888871,0.197473809568482,12,0.1142857142857142
2022-05-05,21:30,18,-1,-0.0265964470389816,0.1949566605164607,0,0.0
2022-05-05,21:45,18,0,0.0361112609712614,0.086750773634936,1,0.0555555555555555
2022-05-05,22:0,86,2,0.0277940304083533,0.1831231374118123,3,0.0348837209302325
2022-05-05,22:15,26,3,0.0843554771003814,0.1837691206464908,3,0.1153846153846153
2022-05-05,22:30,79,8,0.1237345384964365,0.2265661312031866,15,0.189873417721519
2022-05-05,22:45,77,1,0.0546773448102659,0.1473928582260574,9,0.1168831168831168
2022-05-05,23:0,70,1,0.0402137969753571,0.2097061851120616,9,0.1285714285714285
2022-05-05,23:15,102,5,0.0612776119481114,0.2650258410157545,14,0.1372549019607843
2022-05-05,23:30,88,1,0.0333572540866126,0.1857922258064988,6,0.0681818181818181
2022-05-05,23:45,65,5,0.085352044710173,0.2041514964466989,10,0.1538461538461538
2022-05-06,0:0,52,6,0.0741018125464996,0.2553164062504759,8,0.1538461538461538
2022-05-06,0:15,444,21,0.0594753547296817,0.2242813364644516,53,0.1193693693693693
2022-05-06,0:30,398,21,0.0589029496715839,0.2206350789119654,48,0.1206030150753768
2022-05-06,0:45,346,24,0.0748130120135133,0.2263076937937635,49,0.1416184971098266
2022-05-06,1:0,294,17,0.0616672708412163,0.233976311593603,42,0.1428571428571428
2022-05-06,1:15,239,18,0.0762040327131654,0.2162964921094541,29,0.1213389121338912
2022-05-06,1:30,153,13,0.0803578564367604,0.2467557458499429,26,0.1699346405228758
2022-05-06,1:45,91,10,0.100071876212586,0.2825121431549212,19,0.2087912087912088
2022-05-06,2:0,61,7,0.0982880612499401,0.2238614309302659,10,0.1639344262295081
2022-05-06,2:15,88,6,0.0792470437485132,0.2064971268399207,12,0.1363636363636363
2022-05-06,2:30,64,2,0.0586157048746827,0.226121416042468,7,0.109375
2022-05-06,2:45,51,5,0.1159499812889479,0.2691016767629287,8,0.1568627450980392
2022-05-06,3:0,68,5,0.0956065188613994,0.2240992248887894,11,0.1617647058823529
2022-05-06,3:15,84,6,0.1137473025924659,0.2063155844165268,14,0.1666666666666666
2022-05-06,3:30,10,0,0.0001308183185756,0.0992887297610269,0,0.0
2022-05-06,3:45,65,6,0.0985758093973765,0.2617170050871836,12,0.1846153846153846
2022-05-06,4:0,68,0,0.0263217133880757,0.198307685427444,6,0.088235294117647
2022-05-06,4:15,97,6,0.0851809324255001,0.2186626438814867,13,0.134020618556701
2022-05-06,4:30,73,5,0.0475825859514409,0.2222241924725565,7,0.0958904109589041
2022-05-06,4:45,64,6,0.1291393124483875,0.2231352190530028,13,0.203125
2022-05-06,5:0,71,6,0.0926427192343267,0.2600200050839163,10,0.1408450704225352
2022-05-06,5:15,112,1,0.0578780085031342,0.2130816793125546,14,0.125
2022-05-06,5:30,55,6,0.0823726029727946,0.345243623972562,12,0.2181818181818181
2022-05-06,5:45,63,3,0.0571013310820692,0.299030794611681,13,0.2063492063492063
2022-05-06,6:0,66,3,0.0835621412772911,0.3165993037738961,14,0.2121212121212121
2022-05-06,6:15,95,10,0.1109542752665124,0.3177816482670823,16,0.1684210526315789
2022-05-06,6:30,76,-2,0.0316616291927761,0.2626058133382862,11,0.1447368421052631
2022-05-06,6:45,57,2,0.0923248874186946,0.1909810641811618,9,0.1578947368421052
2022-05-06,7:0,85,2,0.0711320979082409,0.2668153056475361,17,0.2
2022-05-06,7:15,133,11,0.1143970378653559,0.2728873852192815,26,0.1954887218045112
2022-05-06,7:30,130,9,0.0924215040527857,0.257559034302197,16,0.123076923076923
2022-05-06,7:45,111,5,0.0738987447610041,0.1811245383065831,8,0.072072072072072
2022-05-06,8:0,89,3,0.0479088593378997,0.264791430075887,11,0.1235955056179775
2022-05-06,8:15,93,5,0.0671490485459486,0.2121325028928929,9,0.0967741935483871
2022-05-06,8:30,85,5,0.070528696460978,0.3033397868926705,16,0.188235294117647
2022-05-06,8:45,66,1,0.059103128563782,0.2248180856541961,10,0.1515151515151515
2022-05-06,9:0,67,3,0.0888682048448097,0.2463040447366455,13,0.1940298507462686
2022-05-06,9:15,115,7,0.0739819699290978,0.2619270993534046,14,0.1217391304347826
2022-05-06,9:30,94,10,0.1652854017199988,0.2205596706905399,20,0.2127659574468085
2022-05-06,9:45,28,6,0.2345129755558446,0.274532151726307,11,0.3928571428571428
2022-05-06,10:0,122,19,0.1623617916971017,0.3114258867628791,37,0.3032786885245901
2022-05-06,10:15,143,34,0.2152305564328611,0.2815017886734713,48,0.3356643356643357
2022-05-06,10:30,119,18,0.1621149234677187,0.2939709463472128,35,0.2941176470588235
2022-05-06,10:45,116,19,0.177503334763781,0.2869052737547579,36,0.3103448275862069
2022-05-06,11:0,122,15,0.1299278957799809,0.264195822227988,29,0.2377049180327868
2022-05-06,11:15,152,15,0.1202332063143043,0.2559996869144803,32,0.2105263157894736
2022-05-06,11:30,157,17,0.1357662177223498,0.2646419102008972,36,0.2292993630573248
2022-05-06,11:45,71,8,0.1238014649429266,0.2659032793301097,14,0.1971830985915492
2022-05-06,12:0,109,9,0.1155234371534112,0.2910880296893139,22,0.2018348623853211
2022-05-06,12:15,157,15,0.1108812278456938,0.2867845725471516,28,0.1783439490445859
2022-05-06,12:30,107,5,0.0807234665082994,0.1946602164648187,13,0.1214953271028037
2022-05-06,12:45,124,6,0.0745022792947448,0.1686719097932821,15,0.1209677419354838
2022-05-06,13:0,108,12,0.1388833423584906,0.2359112631326401,19,0.1759259259259259
2022-05-06,13:15,152,7,0.0984177913970166,0.1829280929964044,21,0.1381578947368421
2022-05-06,13:30,107,5,0.096751716793036,0.2419838325458531,19,0.1775700934579439
2022-05-06,13:45,147,22,0.1428727072372171,0.3182623980733753,34,0.2312925170068027
2022-05-06,14:0,170,21,0.1510683438302401,0.2578470427947282,42,0.2470588235294117
2022-05-06,14:15,36,2,0.1155362981888983,0.3056319475369292,10,0.2777777777777778
2022-05-06,14:30,166,4,0.0720992670899414,0.2109856742989032,18,0.108433734939759
2022-05-06,14:45,112,15,0.1629937199676143,0.2661044506365035,31,0.2767857142857143
2022-05-06,15:0,143,14,0.1407471433268873,0.2847411097279329,39,0.2727272727272727
2022-05-06,15:15,138,10,0.1208639895354492,0.2298867660899361,25,0.181159420289855
2022-05-06,15:30,149,17,0.1596669282595433,0.2773267401237856,43,0.2885906040268456
2022-05-06,15:45,125,16,0.1563067118003964,0.2407992201458709,27,0.216
2022-05-06,16:0,42,5,0.1321227393733958,0.3009535660130494,8,0.1904761904761904
2022-05-06,16:15,145,22,0.1614010541314451,0.2799442366949019,35,0.2413793103448276
2022-05-06,16:30,59,2,0.0823193950010305,0.2445713527538615,9,0.1525423728813559
2022-05-06,16:45,113,7,0.1195947812927837,0.2350639211576596,26,0.2300884955752212
2022-05-06,17:0,116,14,0.1303142275227683,0.2505201484834211,23,0.1982758620689655
2022-05-06,17:15,109,10,0.102416353552269,0.2954170229404546,20,0.1834862385321101
2022-05-06,17:30,68,6,0.1350806594401707,0.2438529723131413,17,0.25
2022-05-06,17:45,12,1,0.1395411083164314,0.2559663006578169,2,0.1666666666666666
2022-05-06,18:0,68,2,0.0920818560578696,0.2582406571052804,13,0.1911764705882352
2022-05-06,18:15,36,8,0.2367486519894252,0.2717346247306631,15,0.4166666666666667
2022-05-06,18:30,117,13,0.1451667757410333,0.285786832885969,29,0.2478632478632478
2022-05-06,18:45,17,1,0.0810941101654487,0.2031718756117572,2,0.1176470588235294
2022-05-06,19:0,88,11,0.1916363758447749,0.2473758061880744,29,0.3295454545454545
2022-05-06,19:15,102,12,0.1553931614639712,0.2213053583735873,20,0.196078431372549
2022-05-06,19:30,60,5,0.1155149231587226,0.2675213841600091,15,0.25
2022-05-06,19:45,18,2,0.114956223198937,0.2500996494384342,4,0.2222222222222222
2022-05-06,20:0,85,5,0.080003195288865,0.2665412303197964,12,0.1411764705882353
2022-05-06,20:15,88,4,0.0732551184165376,0.1834257574600501,10,0.1136363636363636
2022-05-06,20:30,31,4,0.1204272879197472,0.2829266346355217,6,0.1935483870967742
2022-05-06,20:45,100,-2,0.0347013513650745,0.286343960003265,13,0.13
2022-05-06,21:0,58,4,0.083127794016538,0.2494957019672239,6,0.1034482758620689
2022-05-06,21:15,81,2,0.0942660267752261,0.15079551511494,10,0.1234567901234567
2022-05-06,21:30,88,0,0.0793236477184109,0.1980369702181739,13,0.1477272727272727
2022-05-06,21:45,75,3,0.0596059057985742,0.1435194285898506,5,0.0666666666666666
2022-05-06,22:0,70,0,0.0451321052986064,0.2117812335174175,4,0.0571428571428571
2022-05-06,22:15,76,2,0.0592443095520138,0.1728500786519726,5,0.0657894736842105
2022-05-06,22:30,70,5,0.0735889574645885,0.2208135957748229,8,0.1142857142857142
2022-05-06,22:45,61,6,0.1151304417366131,0.2638782916846166,9,0.1475409836065573
2022-05-06,23:0,82,7,0.0975220689504611,0.2430198467237973,9,0.1097560975609756
2022-05-06,23:15,76,8,0.0953813502381212,0.2455225118597523,10,0.131578947368421
2022-05-06,23:30,56,2,0.0399541962459417,0.1700036734552892,2,0.0357142857142857
2022-05-06,23:45,62,2,0.0638349790787023,0.1437211429361607,3,0.0483870967741935
2022-05-07,0:0,53,4,0.1026403108998289,0.2172907299239027,6,0.1132075471698113
2022-05-07,0:15,287,15,0.065521789041351,0.1823636932087714,21,0.073170731707317
2022-05-07,0:30,265,9,0.0561522304467013,0.1818921919517712,17,0.0641509433962264
2022-05-07,0:45,233,12,0.0747809495632996,0.1800186412285371,19,0.0815450643776824
2022-05-07,1:0,220,11,0.0749222686747089,0.1915211449404516,19,0.0863636363636363
2022-05-07,1:15,201,10,0.0669654261191092,0.2025385170867738,19,0.0945273631840796
2022-05-07,1:30,175,8,0.066516163333186,0.1966319396017292,13,0.0742857142857142
2022-05-07,1:45,134,12,0.105680246462128,0.2176915136799466,16,0.1194029850746268
2022-05-07,2:0,79,2,0.0560420684257074,0.2313639919682962,9,0.1139240506329113
2022-05-07,2:15,70,6,0.0955630068600709,0.2723140924782953,13,0.1857142857142857
2022-05-07,2:45,75,11,0.1545606452537079,0.2298637218358628,16,0.2133333333333333
2022-05-07,3:0,70,1,0.0398587216822696,0.2423710404092011,8,0.1142857142857142
2022-05-07,3:15,56,8,0.1314175951743631,0.2833904587371038,9,0.1607142857142857
2022-05-07,3:30,19,1,0.1014620746044736,0.2693185086725742,3,0.1578947368421052
2022-05-07,3:45,36,8,0.187168440910884,0.2790672026348151,10,0.2777777777777778
2022-05-07,4:0,63,4,0.0889524378636408,0.3404591740807867,12,0.1904761904761904
2022-05-07,4:15,71,8,0.1589130506208035,0.2841426123173454,22,0.3098591549295774
2022-05-07,4:30,57,10,0.1830226264469195,0.2953617538066955,17,0.2982456140350877
2022-05-07,4:45,53,6,0.1504091314690293,0.2394384183255844,13,0.2452830188679245
2022-05-07,5:0,56,1,0.0310864181207892,0.2820172597591572,5,0.0892857142857142
2022-05-07,5:15,74,8,0.1110508408321923,0.2848022743049519,16,0.2162162162162162
2022-05-07,5:30,49,3,0.0928557742558115,0.2842855318391298,10,0.2040816326530612
2022-05-07,5:45,67,10,0.158704725608452,0.2910728082029978,18,0.2686567164179104
2022-05-07,6:0,73,12,0.1652482725195076,0.265944561675929,15,0.2054794520547945
2022-05-07,6:15,69,11,0.1835116217236803,0.2791966815655954,19,0.2753623188405797
