Open,High,Low,Close,Volume,Number of tweets,Additive score,Mean score,Standard deviation score,Number of positive,Percentage of positive,High_Low_Pct,Change,RSI,MACD,Stochastic_oscillator,Williams,OBV
0.5733422267203103,0.5746212861678548,0.57719507680918,0.5786231421503589,0.06515122542893396,0.29444444444444445,0.3436426116838488,0.45769170467173426,0.36261468098726835,0.12,0.32760787599497276,0.08230515764019178,0.43141856397662715,0.6002664678064706,0.4431433997575899,0.9679458457232035,0.7737014810654128,0.42780274278424346
0.5786236774401843,0.5779157791948504,0.5771793448084397,0.5720224912438456,0.06053714866672756,0.3592592592592593,0.3402061855670103,0.47071227064908183,0.3436547537108806,0.164,0.3693778801843318,0.09836542534845322,0.39538325549181985,0.5531808360413704,0.43246241647346206,0.9679121868078415,0.6682383894522067,0.4222901221624376
0.5720230204273449,0.565583665392166,0.573477697575421,0.5604641825646604,0.07841536038580138,0.28888888888888886,0.3539518900343643,0.5257269358952967,0.39651238835841296,0.132,0.367042157364738,0.05657611575875614,0.3803004379856888,0.47894173591143796,0.4036378798225349,0.9599924420166901,0.4835634256658897,0.41528314384342757
0.5604647010554578,0.5627236822722748,0.5701887840088835,0.5587240530124311,0.04610057814866519,0.32222222222222224,0.3436426116838488,0.5004697712071509,0.310858755289834,0.132,0.33033794162826413,0.05873379031817867,0.41009033969085285,0.46837783735910965,0.3804740577572433,0.952955748769752,0.4557601915629469,0.41097720992015113
0.5587245698934176,0.5514690418639643,0.5536886914677033,0.5481602362357698,0.08651246606278658,0.30185185185185187,0.30927835051546393,0.367484499793985,0.6732181064370211,0.14400000000000002,0.3838246121124532,0.08470920892809407,0.3832130801525556,0.40730853395269895,0.34806212596594516,0.8658036878708739,0.166179800528926,0.40329343168492965
0.5481598182344651,0.5506815505611109,0.5608032574495652,0.5503841976624346,0.03221138955915872,0.29259259259259257,0.288659793814433,0.32748736083527197,0.45889744226041795,0.084,0.23072383949645936,0.04600631371887044,0.42217965830161175,0.42244588454137977,0.3319139255868413,0.8946337099430011,0.20773339325530782,0.4064384320538447
0.5503837817185389,0.5478178615997931,0.5233185267444016,0.5325795547266576,0.13583307743289003,0.25925925925925924,0.35051546391752575,0.5273669578240885,0.35073732091373166,0.116,0.3579003850766996,0.21699908805202509,0.3610461445549838,0.3319138138784414,0.2951239126394488,0.7981571375608547,0.28222915816522853,0.39463217018380303
0.5325800474211175,0.5377111055729373,0.5434702942809548,0.5356962460937282,0.06264591584735345,0.3259259259259259,0.32989690721649484,0.42880294715515305,0.34435346982668524,0.112,0.27720666430343843,0.0676921770870062,0.42494311564704845,0.3541686776915342,0.28071452097474814,0.9004889807191181,0.31938547054736,0.4003210529797847
0.5356958165618666,0.5510428701000678,0.5456699981491764,0.5552067895581128,0.04997287474331911,0.24629629629629632,0.3539518900343643,0.5183903664520726,0.5141124214301819,0.124,0.4018499486125385,0.1220720930611527,0.475156002125421,0.4756581951686284,0.30732580735040355,0.9049868906886197,0.551984647792567,0.4049506544103603
0.5552073031852451,0.5732871832547857,0.5649037571719413,0.5800367083150628,0.1478976436944268,0.2518518518518518,0.32989690721649484,0.41846976497393906,0.3230108753485883,0.088,0.2791588239112091,0.13598034820872362,0.4910808023786828,0.5888727047760336,0.3668546085564029,0.9438627575019467,0.847999911768923,0.4177653380252414
0.5800381700221928,0.586696770451844,0.5833666481584308,0.5741456158171396,0.08089018060389064,0.26666666666666666,0.33676975945017185,0.45627125828076975,0.5640011080807592,0.136,0.4084178187403993,0.11072827004780049,0.39753999963757464,0.5559712296953091,0.39516410105027955,0.9800927260767791,0.7675671557316417,0.4105515008380062
0.5741452218551588,0.6013589320506187,0.5850823616509349,0.5800043295089332,0.14279039056494494,0.34074074074074073,0.3402061855670103,0.47547236401049764,0.4074825429930502,0.128,0.30346834829007996,0.17335454838075273,0.43316404428811406,0.5804853000874945,0.42102845316811316,0.983459492741996,0.7135800635085661,0.422939292594488
0.5800039409669058,0.5857165753948812,0.5833453636868402,0.5727394505224086,0.05918719285541853,0.2962962962962963,0.3333333333333333,0.4310526055836389,0.3053353937286597,0.096,0.26050746765865296,0.10608393018612672,0.39337769917044546,0.538690068502035,0.42307751687829176,0.9800509592842758,0.6406659114965337,0.41753950858571787
0.5727399803691737,0.5766224405374589,0.5732926152137701,0.5829128714080336,0.09260537235101922,0.2833333333333333,0.3161512027491409,0.39782290646620644,0.39324259550719765,0.112,0.3173057415297221,0.11108641222676889,0.4462661112827104,0.5828432144009509,0.4376628586286994,0.9582585905028896,0.7427717219735923,0.42573256490496886
0.5829134106663281,0.6118279340767869,0.5941051267814181,0.6140705339912711,0.15619133450748654,0.25925925925925924,0.3402061855670103,0.468805044872891,0.2330005793703921,0.084,0.2591692443658859,0.1798811039302039,0.5097183118326862,0.6886721350575231,0.4925059850166136,0.9676255518294661,0.9552612561133442,0.43924048008570654
0.6140711020738179,0.6618132496801397,0.6215963353692393,0.6633233236566958,0.37733453702191344,0.3611111111111111,0.36082474226804123,0.4774396535695241,0.3111133794939561,0.14,0.3137538115872251,0.28638125466543457,0.5633587660066168,0.7935930001193713,0.5981617517107244,0.9692276366455312,0.965094966898907,0.4712327410195074
0.6633239373034723,0.6577266330485085,0.6404247640199889,0.6497103484514608,0.16506013155369714,0.4648148148148148,0.3333333333333333,0.43071432841142065,0.3377476865918133,0.176,0.3084867937384568,0.17545911134974476,0.3749800058907105,0.7258019671600746,0.6298550605343918,0.9801709208050948,0.8800150328120047,0.45698352378131585
0.6497109495047422,0.675735169454232,0.6565806033684991,0.6782379268683028,0.23303323039542784,0.4111111111111111,0.32646048109965636,0.40005921482684975,0.3917875954521951,0.14,0.2765987549518958,0.18345300612552015,0.5003490000988515,0.7767316578899391,0.6798309424925674,0.9832396037997357,0.9737102488536107,0.4769143005095204
0.6782968362176707,0.6997490218894789,0.6850370164723305,0.6811677462685739,0.3285728057735286,0.42777777777777776,0.3470790378006873,0.46256840553766077,0.4021153824003645,0.188,0.3573275778257403,0.16097326521736127,0.42405340429739985,0.781497158301645,0.6973327415415729,0.9965325313875273,0.8705248197772824,0.5048307920338849
0.6811683764233969,0.6835229952092736,0.6787895613548027,0.6679266647794448,0.21540949226449194,0.5870370370370371,0.38144329896907214,0.47325231513456933,0.39865763218288863,0.256,0.35702158622362357,0.11404975350728329,0.3762536286077815,0.7175019254424929,0.6671701931321667,0.9933772430438759,0.8036109994296442,0.486373102723108
0.6679272826848157,0.6739415422044392,0.674946326115121,0.6624527963262081,0.12035080731502651,0.46111111111111114,0.36082474226804123,0.48841222815739016,0.3868017848722334,0.2,0.3533026113671275,0.08700893031280237,0.39915788181156325,0.6917851723567322,0.6203798800141819,0.9914362102352277,0.7505543237250557,0.4758609327837566
0.6624543342772533,0.6734644151209452,0.6719452156209513,0.6574840372485782,0.11131895562739723,0.4074074074074074,0.36082474226804123,0.48201354485235703,0.3742577013735956,0.164,0.32688307980914316,0.0990591444599495,0.40063594519459306,0.6680944217356759,0.5658681599901516,0.9886240865090739,0.7191236844462949,0.46610369389128475
0.6574855706029776,0.6669236050054805,0.6658430501573198,0.6711848977847343,0.11284048384911395,0.48703703703703705,0.33676975945017185,0.3903986443218841,0.34712950295338996,0.14,0.23444058040532426,0.09717254967282879,0.45611482936648295,0.700802464488165,0.5385737355422789,0.9815280070529838,0.7722250170153581,0.4759881103474505
0.6711855187043279,0.6733625044817528,0.6735637608735887,0.6593185278929536,0.08469341143312771,0.48703703703703705,0.35051546391752575,0.4595670585510523,0.3301577924214908,0.18,0.3014236033782741,0.0908560997505871,0.3802317103167285,0.6437936217235397,0.4888263793511648,0.9862874447318116,0.6790931832395264,0.4684563785433923
0.6593182127252524,0.6622310833008309,0.6073505459929667,0.632779933281157,0.28853690082610095,0.49074074074074076,0.3470790378006873,0.44779299192669086,0.3017133396218429,0.20400000000000001,0.33909228493206595,0.35811515611815387,0.33653549710652714,0.5337682549164102,0.40407470131563317,0.9394959666638751,0.4996873045653534,0.4438863046396948
