Time,Open,High,Low,Close,Volume,Number of tweets,Additive score,Mean score,Standard deviation score,Number of positive,Percentage of positive
2022-06-06 17:30:00,31239.12,31305.18,31201.19,31305.02,623.62055,187.0,12.0,0.0892897994845189,0.3139690214355792,31.0,0.1657754010695187
2022-06-06 17:45:00,31304.49,31363.3,31265.25,31346.12,505.74676,201.0,17.0,0.093356242127698,0.3077726369169021,35.0,0.1741293532338308
2022-06-06 18:00:00,31346.12,31385.07,31294.43,31355.94,443.08654,183.0,15.0,0.0972572836510918,0.288905642353729,34.0,0.1857923497267759
2022-06-06 18:15:00,31355.94,31356.74,31271.95,31320.68,411.75803,211.0,7.0,0.0441437191616796,0.2628058838979595,29.0,0.1374407582938388
2022-06-06 18:30:00,31320.67,31378.68,31230.24,31378.68,495.7352,181.0,2.0,0.0327745615015866,0.2569943038305834,22.0,0.1215469613259668
2022-06-06 18:45:00,31378.67,31437.6,31246.87,31349.5,668.89867,150.0,9.0,0.0595808954847355,0.2918684113750668,25.0,0.1666666666666666
2022-06-06 19:00:00,31349.5,31366.76,31275.37,31287.43,383.1923,196.0,0.0,0.0180760691612388,0.2341933751126161,16.0,0.0816326530612244
2022-06-06 19:15:00,31287.43,31338.73,31244.99,31284.96,364.55824,205.0,15.0,0.0853758921119861,0.2840926838078154,34.0,0.1658536585365853
2022-06-06 19:30:00,31284.95,31467.5,31263.24,31434.08,504.77997,206.0,19.0,0.11971825532145,0.284317689731171,45.0,0.2184466019417475
2022-06-06 19:45:00,31434.08,31483.96,31381.16,31470.72,512.88823,219.0,18.0,0.0919071903779728,0.2843663267991436,37.0,0.1689497716894977
2022-06-06 20:00:00,31470.72,31476.95,31272.39,31333.3,641.53327,151.0,10.0,0.0803902342218585,0.2799247081801461,26.0,0.1721854304635761
2022-06-06 20:15:00,31333.3,31542.66,31323.44,31413.25,575.43981,182.0,10.0,0.0606490105267736,0.293711411708048,27.0,0.1483516483516483
2022-06-06 20:30:00,31413.26,31462.7,31354.84,31365.19,315.57488,198.0,4.0,0.0459745913518197,0.2499180367493678,22.0,0.1111111111111111
2022-06-06 20:45:00,31365.18,31481.79,31358.64,31462.49,283.60195,158.0,7.0,0.0669350280762426,0.2644351723553643,26.0,0.1645569620253164
2022-06-06 21:00:00,31462.49,31516.28,31440.21,31511.77,215.17784,153.0,-1.0,0.0433902543439876,0.2608242377910535,20.0,0.130718954248366
2022-06-06 21:15:00,31511.76,31599.85,31501.65,31527.53,402.04043,173.0,2.0,0.027924219690091,0.2345020382946971,16.0,0.0924855491329479
2022-06-06 21:30:00,31527.54,31598.17,31410.23,31514.29,486.83603,153.0,16.0,0.1242987963772725,0.2572657930772347,32.0,0.2091503267973856
2022-06-06 21:45:00,31514.29,31555.87,31488.06,31488.86,196.06706,222.0,9.0,0.0949222610189436,0.2389077827072766,41.0,0.1846846846846846
2022-06-06 22:00:00,31488.86,31543.4,31467.49,31483.05,215.83657,136.0,5.0,0.0651594378184253,0.239671721418673,15.0,0.1102941176470588
2022-06-06 22:15:00,31483.05,31483.06,31407.5,31433.81,311.3736,169.0,7.0,0.052752173158544,0.2690260938525304,23.0,0.136094674556213
2022-06-06 22:30:00,31433.81,31467.97,31394.89,31432.21,218.77571,153.0,9.0,0.0919776451500023,0.2309289388404843,26.0,0.1699346405228758
2022-06-06 22:45:00,31432.22,31454.17,31381.58,31395.55,218.88907,148.0,12.0,0.0780642165431148,0.2561578239393365,23.0,0.1554054054054054
2022-06-06 23:00:00,31395.55,31431.14,31327.08,31349.63,407.82275,146.0,8.0,0.0571215449743074,0.2552894742845705,18.0,0.1232876712328767
2022-06-06 23:15:00,31349.63,31379.48,31320.0,31356.81,229.50508,169.0,17.0,0.0916571497294456,0.2709477964723355,28.0,0.165680473372781
2022-06-06 23:30:00,31356.81,31356.81,31317.61,31340.09,149.57417,124.0,4.0,0.0215169869723819,0.2670407229602974,16.0,0.1290322580645161
2022-06-06 23:45:00,31340.09,31395.52,31326.7,31373.1,225.16596,109.0,-2.0,0.0018419310954664,0.1978119019180386,3.0,0.0275229357798165
2022-06-07 00:00:00,31373.1,31381.03,31230.13,31237.25,579.3434,124.0,3.0,0.0686155947586221,0.2674453237532858,23.0,0.1854838709677419
2022-06-07 00:15:00,31237.26,31287.47,30633.37,30753.03,3368.73936,496.0,12.0,0.0399942323471599,0.263335762407767,61.0,0.1229838709677419
2022-06-07 00:30:00,30753.02,30784.32,30293.73,30312.73,4399.9837,338.0,-3.0,0.027053873436305,0.2804992383029165,39.0,0.1153846153846153
2022-06-07 00:45:00,30312.73,30419.37,30131.01,30197.77,1834.00729,191.0,-5.0,-0.017218005767882,0.2991717321344286,19.0,0.0994764397905759
2022-06-07 01:00:00,30197.77,30257.14,29960.07,30189.19,2650.41534,188.0,-13.0,-0.0582669506176434,0.3169722926860304,14.0,0.0744680851063829
2022-06-07 01:15:00,30189.18,30195.08,29814.92,29923.78,1950.27659,238.0,0.0,0.0062684569773929,0.273527437671836,24.0,0.1008403361344537
2022-06-07 01:30:00,29923.78,29923.78,29741.0,29781.49,1503.49198,170.0,5.0,0.050329751581611,0.3106116704697457,30.0,0.1764705882352941
2022-06-07 01:45:00,29781.49,29785.7,29295.18,29568.47,5358.97126,193.0,-5.0,0.0025772554920552,0.3682176903532651,29.0,0.1502590673575129
2022-06-07 02:00:00,29568.47,29568.48,29327.14,29422.87,1907.68589,245.0,4.0,0.0268782995185073,0.280373501850727,31.0,0.1265306122448979
2022-06-07 02:15:00,29421.44,29460.04,29224.7,29289.1,1802.62791,232.0,-1.0,0.0258720913893896,0.2992838178840724,32.0,0.1379310344827586
2022-06-07 02:30:00,29289.09,29413.41,29218.96,29306.07,1341.67918,210.0,21.0,0.0916084001395141,0.3605339334228187,52.0,0.2476190476190476
2022-06-07 02:45:00,29306.06,29494.54,29300.0,29402.08,1307.74578,174.0,3.0,0.0384154379014568,0.319663390903643,31.0,0.1781609195402299
2022-06-07 03:00:00,29402.09,29461.36,29340.0,29444.71,999.20842,164.0,10.0,0.0728954106637435,0.303006309594936,33.0,0.2012195121951219
2022-06-07 03:15:00,29444.72,29668.1,29435.03,29567.83,1233.18409,174.0,4.0,0.0486348193973816,0.3139232467837615,31.0,0.1781609195402299
2022-06-07 03:30:00,29567.82,29645.8,29562.95,29614.54,3016.58105,132.0,10.0,0.0769250943875786,0.3432592967155439,28.0,0.2121212121212121
2022-06-07 03:45:00,29614.54,29644.5,29550.0,29563.62,871.71399,126.0,14.0,0.1259833796999402,0.3364350435226309,31.0,0.246031746031746
2022-06-07 04:00:00,29563.61,29585.7,29455.4,29497.24,1053.16401,149.0,15.0,0.0997544414013774,0.3595653509716429,33.0,0.2214765100671141
2022-06-07 04:15:00,29497.24,29590.49,29472.85,29585.44,849.5104,165.0,13.0,0.0888854848051613,0.2990615445569088,34.0,0.206060606060606
2022-06-07 04:30:00,29585.45,29608.0,29476.94,29521.25,877.32129,165.0,15.0,0.1230738024565984,0.2820975591396822,36.0,0.2181818181818181
2022-06-07 04:45:00,29521.26,29565.4,29498.11,29522.42,509.71947,136.0,6.0,0.0423920751302777,0.2544255917028343,20.0,0.1470588235294117
2022-06-07 05:00:00,29522.42,29540.0,29481.52,29506.18,1178.38908,153.0,10.0,0.0775760641972857,0.3384051236943273,39.0,0.2549019607843137
2022-06-07 05:15:00,29506.18,29533.11,29401.0,29448.13,1584.00035,167.0,6.0,0.0690888593330265,0.2622799302970133,25.0,0.1497005988023952
2022-06-07 05:30:00,29448.13,29532.16,29448.12,29499.49,542.75557,165.0,11.0,0.0836639757155243,0.3662374527327918,39.0,0.2363636363636363
2022-06-07 05:45:00,29499.49,29632.49,29477.14,29478.41,572.87866,145.0,11.0,0.0776039088594502,0.3370712262487251,27.0,0.1862068965517241
2022-06-07 06:00:00,29478.4,29561.26,29472.14,29515.19,371.29293,134.0,7.0,0.0550389480916088,0.2987051008234053,24.0,0.1791044776119403
2022-06-07 06:15:00,29515.19,29535.63,29441.92,29493.84,517.01379,196.0,14.0,0.0920150152440848,0.3264325889962959,42.0,0.2142857142857142
2022-06-07 06:30:00,29493.84,29523.81,29451.67,29501.01,301.94343,126.0,4.0,0.0712611399044001,0.3248568664100801,26.0,0.2063492063492063
2022-06-07 06:45:00,29501.02,29539.87,29478.92,29521.24,299.36957,139.0,5.0,0.0916864239114919,0.3283523869066966,33.0,0.237410071942446
2022-06-07 07:00:00,29521.23,29558.44,29493.92,29558.43,425.72696,133.0,16.0,0.1202396545244058,0.3715790385875713,41.0,0.3082706766917293
2022-06-07 07:15:00,29558.43,29581.47,29500.0,29558.06,434.90715,191.0,16.0,0.0938766010505444,0.378206291148278,40.0,0.2094240837696335
2022-06-07 07:30:00,29558.05,29575.2,29521.29,29534.75,341.15089,165.0,7.0,0.0702543244160937,0.3237866603631684,26.0,0.1575757575757575
2022-06-07 07:45:00,29534.76,29598.75,29534.75,29585.12,426.21925,151.0,16.0,0.1160959053463888,0.2916909846670401,33.0,0.2185430463576159
2022-06-07 08:00:00,29585.12,29628.01,29560.54,29615.81,412.462,163.0,7.0,0.0714571770177754,0.2849641932603733,26.0,0.1595092024539877
2022-06-07 08:15:00,29615.8,29646.97,29595.13,29629.86,528.20303,197.0,14.0,0.0924697028364286,0.295818113504208,43.0,0.2182741116751269
2022-06-07 08:30:00,29629.86,29733.63,29600.84,29718.34,730.9055,134.0,13.0,0.1006210510264526,0.3352765240562527,27.0,0.2014925373134328
2022-06-07 08:45:00,29718.34,29723.55,29609.31,29652.76,457.05559,162.0,11.0,0.0925338678349407,0.317203790009311,29.0,0.1790123456790123
2022-06-07 09:00:00,29652.76,29663.91,29580.0,29594.29,513.24553,181.0,11.0,0.0856351855478522,0.2866698821962829,33.0,0.1823204419889502
2022-06-07 09:15:00,29594.29,29613.69,29550.0,29567.2,336.81244,176.0,7.0,0.058625684789149,0.3332738299329585,27.0,0.1534090909090909
2022-06-07 09:30:00,29567.2,29589.85,29553.41,29579.55,298.24793,143.0,1.0,0.0380279388168006,0.3042981465633488,24.0,0.1678321678321678
2022-06-07 09:45:00,29579.56,29610.92,29560.01,29561.54,240.34494,150.0,5.0,0.0512234850383053,0.2537193467860293,18.0,0.12
2022-06-07 10:00:00,29561.53,29621.15,29561.53,29621.15,247.91777,141.0,7.0,0.0713688919142364,0.2873876156759929,23.0,0.1631205673758865
2022-06-07 10:15:00,29621.14,29630.07,29532.5,29585.53,375.40898,195.0,19.0,0.0919164603122342,0.3235117276933028,40.0,0.2051282051282051
2022-06-07 10:30:00,29585.53,29643.39,29585.53,29601.31,280.55616,176.0,5.0,0.0636844825692771,0.288496579510322,27.0,0.1534090909090909
2022-06-07 10:45:00,29601.31,29655.96,29582.0,29597.79,238.96578,167.0,6.0,0.0452413672196517,0.3246618588041575,23.0,0.1377245508982036
2022-06-07 11:00:00,29597.79,29617.57,29345.0,29453.69,1675.89132,15.0,1.0,0.1498846674337983,0.2512066665146859,4.0,0.2666666666666666
2022-06-07 11:15:00,29453.69,29546.11,29420.46,29532.42,576.01151,202.0,6.0,0.0522769681307127,0.2855958114426483,33.0,0.1633663366336633
2022-06-07 11:30:00,29532.43,29552.86,29483.09,29498.82,443.89848,173.0,-6.0,-0.0055675799662322,0.3138089628430373,24.0,0.1387283236994219
2022-06-07 11:30:00,29532.43,29552.86,29483.09,29498.82,443.89848,173.0,-6.0,-0.0055675799662322,0.3138089628430373,24.0,0.1387283236994219
2022-06-07 11:30:00,29532.43,29552.86,29483.09,29498.82,443.89848,173.0,-6.0,-0.0055675799662322,0.3138089628430373,24.0,0.1387283236994219
2022-06-07 11:45:00,29498.82,29533.16,29474.2,29521.5,316.47527,174.0,3.0,0.056001282163264,0.3858074966071991,43.0,0.2471264367816092
2022-06-07 12:00:00,29521.51,29546.38,29487.97,29506.12,666.75567,200.0,-2.0,0.0437282673059962,0.2735337520652361,36.0,0.18
2022-06-07 12:15:00,29506.13,29528.06,29401.44,29437.73,636.27942,213.0,13.0,0.0674339102454343,0.2950705120010388,37.0,0.1737089201877934
2022-06-07 12:30:00,29437.73,29559.58,29431.01,29552.72,612.87806,185.0,2.0,0.0440941876228395,0.303963865068812,25.0,0.1351351351351351
2022-06-07 12:45:00,29552.72,29570.0,29453.36,29504.21,721.39941,198.0,2.0,0.0359422658979328,0.2990189367824273,24.0,0.1212121212121212
2022-06-07 13:00:00,29504.21,29536.03,29475.45,29478.21,261.70637,232.0,9.0,0.0739141955112653,0.3101344006914184,36.0,0.1551724137931034
2022-06-07 13:15:00,29478.21,29562.9,29477.58,29542.48,383.80536,226.0,11.0,0.0763876260571445,0.3064379120688175,41.0,0.1814159292035398
2022-06-07 13:30:00,29542.48,29658.05,29430.01,29620.23,1441.31379,197.0,23.0,0.1289226814872835,0.3116657867080638,46.0,0.233502538071066
2022-06-07 13:45:00,29620.24,29715.57,29550.25,29564.48,1185.93064,217.0,10.0,0.0685543659173192,0.2984972492975229,40.0,0.184331797235023
2022-06-07 14:00:00,29564.47,29650.0,29506.33,29575.05,793.62064,296.0,22.0,0.0925019462042286,0.3182117154778955,71.0,0.2398648648648648
2022-06-07 14:15:00,29575.04,29694.22,29541.44,29693.17,831.69109,263.0,56.0,0.1666133613042363,0.3419784825870353,80.0,0.3041825095057034
2022-06-07 14:30:00,29693.17,29911.86,29668.74,29882.78,2422.81104,210.0,32.0,0.1422479634971491,0.3390876539285192,54.0,0.2571428571428571
2022-06-07 14:45:00,29882.79,30041.25,29870.29,29908.73,1764.8208,256.0,12.0,0.0742633355766884,0.31052570227413,51.0,0.19921875
2022-06-07 15:00:00,29908.72,29967.88,29833.81,29948.08,980.89093,281.0,22.0,0.095623170691824,0.3092997684074827,58.0,0.2064056939501779
2022-06-07 15:15:00,29948.08,30027.01,29805.79,29811.75,1098.66884,274.0,34.0,0.134892419092765,0.3242753934373975,69.0,0.2518248175182482
2022-06-07 15:30:00,29811.74,29858.29,29775.8,29840.22,757.50704,248.0,42.0,0.1568637010641396,0.3407121017017178,65.0,0.2620967741935484
2022-06-07 15:45:00,29840.22,29905.07,29801.61,29891.17,520.8435,246.0,25.0,0.0960717268772726,0.372953846636235,57.0,0.2317073170731707
2022-06-07 16:00:00,29891.17,29899.38,29800.19,29841.29,402.43229,232.0,25.0,0.1169685902503511,0.300700004819134,53.0,0.2284482758620689
2022-06-07 16:15:00,29841.29,29846.67,29747.62,29827.0,439.64977,235.0,28.0,0.1198115276905926,0.3154552646464216,52.0,0.2212765957446808
2022-06-07 16:30:00,29826.99,29950.0,29800.0,29913.53,531.29351,217.0,25.0,0.1159748275472443,0.2977729835069958,53.0,0.2442396313364055
2022-06-07 16:45:00,29913.53,29944.27,29873.34,29918.31,369.14177,217.0,35.0,0.1578816728653549,0.323181996584171,51.0,0.2350230414746544
2022-06-07 17:00:00,29918.32,29972.73,29863.2,29939.06,447.60616,212.0,36.0,0.1511285201128009,0.3568744274776481,63.0,0.2971698113207547
2022-06-07 17:15:00,29939.06,29989.3,29893.57,29945.51,323.17566,117.0,9.0,0.0973536815239578,0.2734999759913887,18.0,0.1538461538461538
2022-06-07 17:30:00,29945.51,29958.02,29892.93,29912.05,211.86438,202.0,12.0,0.1050273476671058,0.2925224099668613,42.0,0.2079207920792079
2022-06-07 17:45:00,29912.05,29961.25,29906.03,29943.75,247.69026,162.0,13.0,0.1028223204696665,0.307067772941276,35.0,0.2160493827160493
2022-06-07 18:00:00,29943.76,30167.26,29925.19,30147.79,779.84927,177.0,11.0,0.0831718352744303,0.3003374679567838,29.0,0.1638418079096045
2022-06-07 18:15:00,30147.79,30207.55,30080.0,30200.38,610.75067,207.0,12.0,0.0718044020271531,0.3003640245141302,30.0,0.144927536231884
2022-06-07 18:30:00,30200.38,30268.65,30165.43,30171.97,710.14607,206.0,-1.0,0.015776301166766,0.2946917474927895,26.0,0.1262135922330097
2022-06-07 18:45:00,30171.97,30209.03,30131.88,30193.41,431.95935,218.0,15.0,0.0801515519841138,0.2929965993874641,38.0,0.1743119266055046
2022-06-07 19:00:00,30193.42,30460.72,30189.78,30427.2,1402.43879,170.0,18.0,0.1264266522108193,0.2858755353587016,38.0,0.2235294117647059
2022-06-07 19:15:00,30427.21,30445.06,30365.23,30411.76,699.69524,219.0,6.0,0.0500432535576459,0.2970899060326275,31.0,0.1415525114155251
2022-06-07 19:30:00,30411.76,30950.0,30407.91,30924.41,2546.36863,188.0,6.0,0.0619595293624405,0.2702299863670884,26.0,0.1382978723404255
2022-06-07 19:45:00,30924.42,31429.85,30893.3,31059.71,4558.69378,305.0,16.0,0.0505498073262269,0.2791099350371865,43.0,0.140983606557377
2022-06-07 20:00:00,31059.71,31521.67,31048.99,31262.69,3062.52255,420.0,8.0,0.0233897286178987,0.2614235564514531,39.0,0.0928571428571428
2022-06-07 20:15:00,31262.7,31589.6,31262.69,31347.74,2472.20302,287.0,8.0,0.0393791070681727,0.2769421007166335,37.0,0.1289198606271777
2022-06-07 20:30:00,31347.74,31473.22,31268.01,31374.58,1994.98029,277.0,14.0,0.0438812818590027,0.3188815225776151,38.0,0.1371841155234657
2022-06-07 20:45:00,31374.58,31429.99,31281.0,31350.33,996.87506,240.0,7.0,0.0548654000391252,0.2640391432996405,28.0,0.1166666666666666
2022-06-07 21:00:00,31350.33,31500.0,31349.8,31435.22,1016.39123,204.0,2.0,0.043810979522509,0.2878393242343203,33.0,0.1617647058823529
2022-06-07 21:15:00,31435.23,31547.56,31296.66,31301.84,1233.98375,220.0,5.0,0.0320787375136701,0.3117246622402734,29.0,0.1318181818181818
2022-06-07 21:30:00,31301.84,31454.0,31271.1,31424.39,772.25234,180.0,10.0,0.0699943017731938,0.3271263205446317,34.0,0.1888888888888888
2022-06-07 21:45:00,31424.4,31482.69,31361.36,31401.21,548.73693,199.0,3.0,0.0372687371321322,0.2708821715401771,24.0,0.1206030150753768
2022-06-07 22:00:00,31401.21,31490.0,31391.19,31430.0,708.69155,200.0,7.0,0.0406544658984057,0.2648779017804632,25.0,0.125
2022-06-07 22:15:00,31430.0,31466.35,31322.33,31382.78,880.65097,203.0,2.0,0.0439942046343876,0.3162252007407674,29.0,0.1428571428571428
2022-06-07 22:30:00,31382.78,31395.15,31077.02,31136.09,1385.28511,171.0,3.0,0.049250145001631,0.2858134188912255,22.0,0.1286549707602339
2022-06-07 22:45:00,31136.08,31568.0,30300.0,31259.96,7328.28906,162.0,0.0,0.0187114535566465,0.2582894191796548,11.0,0.0679012345679012
2022-06-07 23:00:00,31259.96,31332.53,30914.26,31179.25,3366.73233,304.0,-13.0,-0.0163667937893861,0.2808761320233994,25.0,0.0822368421052631
2022-06-07 23:15:00,31179.26,31349.98,30930.0,31127.5,1565.40917,227.0,-4.0,-0.0136252035456607,0.2616497636040977,18.0,0.079295154185022
2022-06-07 23:30:00,31127.49,31386.46,31127.49,31302.0,823.59801,156.0,3.0,0.0269825353961772,0.3299899924322232,18.0,0.1153846153846153
2022-06-07 23:45:00,31302.0,31353.47,31096.33,31125.33,640.81675,162.0,2.0,0.0390215405308997,0.3177311717738794,29.0,0.1790123456790123
2022-06-08 00:00:00,31125.32,31264.65,31050.83,31260.01,1366.53582,127.0,1.0,0.0345371993236595,0.3395274078928285,18.0,0.1417322834645669
2022-06-08 00:15:00,31260.95,31299.32,31137.02,31276.4,731.65703,492.0,7.0,0.030751776420587,0.3186415828414435,71.0,0.1443089430894309
2022-06-08 00:30:00,31276.4,31327.22,31156.0,31161.5,865.23887,340.0,-4.0,0.0147149633260115,0.3085012576890844,39.0,0.1147058823529411
2022-06-08 00:45:00,31161.5,31208.82,31062.76,31079.67,394.42674,201.0,8.0,0.0557625771717942,0.3185773044572394,31.0,0.154228855721393
2022-06-08 01:00:00,31079.67,31092.83,30738.51,30992.04,1986.88516,140.0,11.0,0.0812017289123364,0.2652784211427869,16.0,0.1142857142857142
2022-06-08 01:15:00,30992.05,31138.59,30933.11,31088.17,1026.51276,220.0,17.0,0.0713880579770458,0.2824452469833556,31.0,0.1409090909090909
2022-06-08 01:30:00,31088.18,31230.0,31020.9,31112.2,683.75085,131.0,1.0,0.029085274647125,0.3078666004382501,17.0,0.1297709923664122
2022-06-08 01:45:00,31112.2,31139.94,31025.51,31118.19,341.84374,126.0,8.0,0.060013331750053,0.342541189921953,21.0,0.1666666666666666
2022-06-08 02:00:00,31118.19,31244.16,31107.3,31140.56,594.91055,127.0,8.0,0.0728385112703022,0.3235150009205978,22.0,0.1732283464566929
2022-06-08 02:15:00,31140.56,31188.02,31062.29,31099.59,317.43546,144.0,5.0,0.0623971564540018,0.2525949358252641,17.0,0.1180555555555555
2022-06-08 02:30:00,31099.59,31192.99,31053.33,31078.07,377.70976,102.0,11.0,0.113751888745373,0.3388282457286232,21.0,0.2058823529411764
2022-06-08 02:45:00,31078.07,31096.37,30948.83,30973.14,513.11331,132.0,19.0,0.153366545483357,0.3112537592272141,34.0,0.2575757575757575
2022-06-08 03:00:00,30973.13,31028.92,30843.18,30900.28,659.24665,117.0,3.0,0.045696324808125,0.3546315239092152,19.0,0.1623931623931624
2022-06-08 03:15:00,30900.28,30900.29,30201.0,30246.71,3393.39956,151.0,27.0,0.1834688797617787,0.366671436785006,44.0,0.2913907284768212
2022-06-08 03:30:00,30246.72,30246.72,29843.88,29883.33,3932.323,266.0,2.0,0.0588989839223878,0.2728870146827628,60.0,0.225563909774436
2022-06-08 03:45:00,29883.34,30227.76,29859.05,30026.72,2472.23844,261.0,-12.0,0.0180592939874935,0.3066824890363653,54.0,0.2068965517241379
2022-06-08 04:00:00,30026.71,30332.26,29872.55,30275.71,4032.52632,210.0,5.0,0.0573614201508462,0.249514713567524,37.0,0.1761904761904762
2022-06-08 04:15:00,30275.71,30396.0,30215.93,30296.95,1084.01269,158.0,1.0,0.0395936211777403,0.2925352897748385,24.0,0.1518987341772152
2022-06-08 04:30:00,30296.96,30327.36,30175.28,30301.58,542.07932,116.0,12.0,0.1062851792546631,0.2492392489167456,22.0,0.1896551724137931
2022-06-08 04:45:00,30301.59,30359.18,30216.44,30248.45,569.90835,113.0,7.0,0.0730196255448777,0.2760989654898051,18.0,0.1592920353982301
2022-06-08 05:00:00,30248.45,30355.66,30215.0,30295.11,355.50369,155.0,15.0,0.1180187733904007,0.3153602877984495,36.0,0.232258064516129
2022-06-08 05:15:00,30295.1,30332.46,30213.34,30260.72,449.17523,117.0,10.0,0.1272812835259251,0.2660048289838022,29.0,0.2478632478632478
2022-06-08 05:30:00,30260.71,30648.45,30250.0,30543.54,1220.25591,119.0,7.0,0.0697346967371071,0.2898484719635147,21.0,0.1764705882352941
2022-06-08 05:45:00,30543.53,30650.02,30482.96,30548.89,656.89134,155.0,14.0,0.1202966248135893,0.3223401456455922,33.0,0.2129032258064516
2022-06-08 06:00:00,30548.89,30686.63,30492.64,30492.65,888.11006,124.0,8.0,0.0724716159184613,0.2675456403641313,17.0,0.1370967741935483
2022-06-08 06:15:00,30492.64,30556.11,30352.58,30428.61,596.42051,169.0,18.0,0.1066554303628188,0.2861484418573049,37.0,0.2189349112426035
